"PTor-timestamp","PTor-servo1","PTor-servo4","PTor-servo5","PTor-servo2","PTor-servo3","PTor-servo6","DTor-timestamp","DTor-servo1","DTor-servo4","DTor-servo5","DTor-servo2","DTor-servo3","DTor-servo6",,"PTal-timestamp","PTal-servo1","PTal-servo4","PTal-servo5","PTal-servo2","PTal-servo3","PTal-servo6","DTal-timestamp","DTal-servo1","DTal-servo4","DTal-servo5","DTal-servo2","DTal-servo3","DTal-servo6","operationApplied",
"3100","90.0","172.0","90.0","90.0","180.0","10.0","3100","90.0","172.0","90.0","90.0","180.0","10.0"," ","3200","90.0","172.0","90.0","90.0","180.0","10.0","2800","90.0","172.0","90.0","90.0","180.0","10.0","Match"
"3200","90.0","172.0","90.0","90.0","180.0","10.0","3200","90.0","172.0","90.0","90.0","180.0","10.0"," ","3300","90.0","172.0","90.0","90.0","180.0","10.0","2900","90.0","172.0","90.0","90.0","180.0","10.0","Match"
"3300","90.0","172.0","90.0","90.0","180.0","10.0","3300","90.0","172.0","90.0","90.0","180.0","10.0"," ","3400","90.0","172.0","90.0","90.0","180.0","10.0","3000","90.0","172.0","90.0","90.0","180.0","10.0","Match"
"3400","90.0","172.0","90.0","90.0","180.0","10.0","3400","90.0","172.0","90.0","90.0","180.0","10.0"," ","3500","90.0","172.0","90.0","90.0","180.0","10.0","3100","90.0","172.0","90.0","90.0","180.0","10.0","Match"
"3500","90.0","172.0","90.0","90.0","180.0","10.0","3500","90.0","172.0","90.0","90.0","180.0","10.0"," ","3600","90.0","172.0","90.0","90.0","180.0","10.0","3200","90.0","172.0","90.0","90.0","180.0","10.0","Match"
"3600","90.0","172.0","90.0","90.0","180.0","10.0","3600","90.0","172.0","90.0","90.0","180.0","10.0"," ","3700","90.0","172.0","90.0","90.0","180.0","10.0","3300","90.0","172.0","90.0","90.0","180.0","10.0","Match"
"3700","90.0","172.0","90.0","90.0","180.0","10.0","3700","90.0","172.0","90.0","90.0","180.0","10.0"," ","3800","90.0","172.0","90.0","90.0","180.0","10.0","3400","90.0","172.0","90.0","90.0","180.0","10.0","Match"
"3800","90.0","172.0","90.0","90.0","180.0","10.0","3800","90.0","172.0","90.0","90.0","180.0","10.0"," ","3900","90.0","172.0","90.0","90.0","180.0","10.0","3500","90.0","172.0","90.0","90.0","180.0","10.0","Match"
"3900","90.0","172.0","90.0","90.0","180.0","10.0","3900","90.0","172.0","90.0","90.0","180.0","10.0"," ","4000","90.0","172.0","90.0","90.0","180.0","10.0","3600","90.0","172.0","90.0","90.0","180.0","10.0","Match"
"4000","90.0","172.0","90.0","90.0","180.0","10.0","4000","90.0","172.0","90.0","90.0","180.0","10.0"," ","4100","90.0","172.0","90.0","90.0","180.0","10.0","3700","90.0","172.0","90.0","90.0","180.0","10.0","Match"
"4100","90.0","172.0","90.0","90.0","180.0","10.0","4100","90.0","152.0","90.0","82.0","178.0","10.0"," ","4200","90.0","172.0","90.0","90.0","180.0","10.0","3800","90.0","172.0","90.0","90.0","180.0","10.0","Match"
"4200","90.0","172.0","90.0","90.0","180.0","10.0","4200","90.0","132.0","90.0","74.0","175.0","10.0"," ","4300","90.0","166.0","90.0","87.0","179.0","10.0","3900","90.0","172.0","90.0","90.0","180.0","10.0","Match"
"4300","90.0","166.0","90.0","87.0","179.0","10.0","4300","90.0","112.0","90.0","66.0","173.0","10.0"," ","-","-","-","-","-","-","-","4000","90.0","172.0","90.0","90.0","180.0","10.0","Insertion"
"4400","90.0","146.0","90.0","79.0","176.0","10.0","4400","90.0","92.0","90.0","57.0","171.0","10.0"," ","4400","90.0","146.0","90.0","79.0","176.0","10.0","-","-","-","-","-","-","-","Deletion"
"4500","90.0","126.0","90.0","71.0","174.0","10.0","4500","90.0","86.0","90.0","55.0","170.0","10.0"," ","-","-","-","-","-","-","-","4100","90.0","152.0","90.0","82.0","178.0","10.0","Insertion"
"4600","90.0","106.0","90.0","63.0","172.0","10.0","4600","90.0","86.0","90.0","55.0","170.0","10.0"," ","4500","90.0","126.0","90.0","71.0","174.0","10.0","4200","90.0","132.0","90.0","74.0","175.0","10.0","Match"
"4700","90.0","86.0","90.0","55.0","170.0","10.0","4700","90.0","86.0","90.0","55.0","170.0","10.0"," ","4600","90.0","106.0","90.0","63.0","172.0","10.0","4300","90.0","112.0","90.0","66.0","173.0","10.0","Match"
"4800","90.0","86.0","90.0","55.0","170.0","10.0","4800","90.0","86.0","90.0","55.0","170.0","10.0"," ","4700","90.0","86.0","90.0","55.0","170.0","10.0","4400","90.0","92.0","90.0","57.0","171.0","10.0","Match"
"4900","90.0","86.0","90.0","55.0","170.0","10.0","4900","90.0","86.0","90.0","55.0","170.0","10.0"," ","4800","90.0","86.0","90.0","55.0","170.0","10.0","4500","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"5000","90.0","86.0","90.0","55.0","170.0","10.0","5000","90.0","86.0","90.0","55.0","170.0","10.0"," ","4900","90.0","86.0","90.0","55.0","170.0","10.0","4600","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"5100","90.0","86.0","90.0","55.0","170.0","10.0","5100","90.0","86.0","90.0","55.0","170.0","10.0"," ","5000","90.0","86.0","90.0","55.0","170.0","10.0","4700","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"5200","90.0","86.0","90.0","55.0","170.0","10.0","5200","90.0","86.0","90.0","55.0","170.0","10.0"," ","5100","90.0","86.0","90.0","55.0","170.0","10.0","4800","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"5300","90.0","86.0","90.0","55.0","170.0","10.0","5300","90.0","86.0","90.0","55.0","170.0","10.0"," ","5200","90.0","86.0","90.0","55.0","170.0","10.0","4900","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"5400","90.0","86.0","90.0","55.0","170.0","10.0","5400","90.0","86.0","90.0","55.0","170.0","10.0"," ","5300","90.0","86.0","90.0","55.0","170.0","10.0","5000","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"5500","90.0","86.0","90.0","55.0","170.0","10.0","5500","90.0","86.0","90.0","55.0","170.0","10.0"," ","5400","90.0","86.0","90.0","55.0","170.0","10.0","5100","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"5600","90.0","86.0","90.0","55.0","170.0","10.0","5600","90.0","86.0","90.0","55.0","170.0","10.0"," ","5500","90.0","86.0","90.0","55.0","170.0","10.0","5200","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"5700","90.0","86.0","90.0","55.0","170.0","10.0","5700","90.0","86.0","90.0","55.0","170.0","10.0"," ","5600","90.0","86.0","90.0","55.0","170.0","10.0","5300","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"5800","90.0","86.0","90.0","55.0","170.0","10.0","5800","90.0","86.0","90.0","55.0","170.0","10.0"," ","5700","90.0","86.0","90.0","55.0","170.0","10.0","5400","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"5900","90.0","86.0","90.0","55.0","170.0","10.0","5900","90.0","86.0","90.0","55.0","170.0","10.0"," ","5800","90.0","86.0","90.0","55.0","170.0","10.0","5500","90.0","86.0","90.0","55.0","170.0","10.0","Match"
