accel(m/s2),position(m),speed(m/s),timestamp(s)
0.05;0.05;0.05;0.1
-0.00490499999999946,0.0,0.0,63996.323
0.05;0.05;0.05;0.1
-0.00490499999999946,0.00031908299863438557,2.3479966680400464e-07,63996.342
0.00490499999999946,0.0006568774853604088,0.00019668195725080514,63996.362
0.00490499999999946,0.0011701983800534322,0.0004913526935553398,63996.392
-0.00981000000000001,0.0013257872050629668,0.00044731891445896384,63996.401
-0.00981000000000001,0.0016866670274743954,0.0003445734298770209,63996.422
-0.00490499999999946,0.0020122969212765245,0.00034480822954382497,63996.441
-0.00981000000000001,0.0023540398766002933,0.0002469553870678799,63996.461
-0.00490499999999946,0.0026948067749509304,0.0002472025446118414,63996.481
-0.00490499999999946,0.0030355786164524465,0.00024744970215580296,63996.501
-0.00490499999999946,0.0033763554012284577,0.00024769685969985465,63996.521
-0.01471499999999947,0.003698373935197155,6.154165936437432e-05,63996.54
-0.00981000000000001,0.004034451558994629,-3.631118307597194e-05,63996.56
-0.00981000000000001,0.004351959292650541,-0.00012927138341032045,63996.579
-0.00490499999999946,0.004701812271306412,-0.0001290118679891112,63996.6
-0.00490499999999946,0.0050184440444489735,-0.0001287770683223073,63996.619
-0.00981000000000001,0.005727976185402921,-0.00033916067959219136,63996.662
-0.00981000000000001,0.005727976185402921,-0.00033916067959219136,63996.662
-0.01471499999999947,0.005990113127113402,-0.000495922953588927,63996.678
-0.00981000000000001,0.006315041458653596,-0.0005937757960292735,63996.698
-0.00490499999999946,0.0066551398446441715,-0.0005935162806080642,63996.719
-0.00981000000000001,0.006962060681446844,-0.0006864764809424127,63996.738
-0.00981000000000001,0.007267215274443142,-0.0007794366812767617,63996.757
-0.00981000000000001,0.007586473331545917,-0.0008772895237527068,63996.777
0.0,0.00788977318172882,-0.0007838597240847709,63996.796
-0.00490499999999946,0.008225879805230107,-0.0007836002086635619,63996.817
-0.00490499999999946,0.008546035591669415,-0.0007833530511196004,63996.837
-0.00981000000000001,0.008960204060171804,-0.0009105617463027295,63996.863
-0.00981000000000001,0.009166463526385615,-0.0009741660938942945,63996.876
-0.00981000000000001,0.009466152016735762,-0.0010671262942286435,63996.895
-0.00490499999999946,0.009796310042263848,-0.0010668667788074349,63996.916
-0.00490499999999946,0.010110800497415239,-0.0010666196212633832,63996.936
0.0,0.010410503075745392,-0.0009731898215954472,63996.955
0.0,0.010727848069926356,-0.0008748426640671995,63996.975
-0.00981000000000001,0.01148289559968272,-0.0011096894859738689,63997.023
-0.00490499999999946,0.01148289559968272,-0.0011096894859738689,63997.023
-0.00490499999999946,0.011639957850186762,-0.0011095659072018435,63997.033
0.00490499999999946,0.01195555632265572,-0.000913118749689309,63997.053
0.0,0.012290030059119297,-0.0008098542342649707,63997.074
-0.00981000000000001,0.012592840474802438,-0.0009028144345993197,63997.093
-0.00490499999999946,0.012894769999179226,-0.0009025796349325151,63997.112
-0.00490499999999946,0.013228383504552634,-0.0009023201195113061,63997.133
0.0,0.013531207773416118,-0.0008088903198433701,63997.152
0.00490499999999946,0.013852819757631281,-0.0006124431623308361,63997.172
0.0,0.01416115168868126,-0.000519013362662901,63997.191
-0.00490499999999946,0.014810084735516163,-0.000518519047574887,63997.231
-0.00490499999999946,0.014826404203564458,-0.0005185066896976403,63997.232
-0.00490499999999946,0.015135635574976387,-0.0005182718900309264,63997.251
0.0,0.01546207892790594,-0.0004199247324668991,63997.271
-0.00490499999999946,0.01577318335662336,-0.000419689932800095,63997.29
-0.00981000000000001,0.016115855993241793,-0.0005224354173820386,63997.311
0.0,0.01642589807144582,-0.0004290056177141026,63997.33
-0.00981000000000001,0.0167521647497033,-0.0005268584601544482,63997.35
-0.00490499999999946,0.017061237437594627,-0.0005266236604876441,63997.369
-0.00490499999999946,0.017402746018431618,-0.0005263641450664359,63997.39
-0.00490499999999946,0.017711828098309616,-0.000526129345399631,63997.409
-0.00981000000000001,0.018420161666598916,-0.0007414055988111115,63997.453
-0.00490499999999946,0.018420161666598916,-0.0007414055988111115,63997.453
-0.00490499999999946,0.01867711836948453,-0.0007412078727759607,63997.469
-0.01471499999999947,0.018980347713535958,-0.000927363073111441,63997.488
-0.00490499999999946,0.01929762824280184,-0.0009271159155673902,63997.508
0.0,0.019615894715103215,-0.0008287687580391424,63997.528
0.0,0.01993612813067134,-0.000730421600475116,63997.548
-0.01471499999999947,0.020239562413896486,-0.0009165768008105963,63997.567
-0.01471499999999947,0.020555096668493908,-0.001112529643235229,63997.587
-0.01471499999999947,0.020866711866355758,-0.0013084824857311486,63997.607
-0.00490499999999946,0.021176370007255394,-0.001308235328187187,63997.627
-0.00490499999999946,0.02187035288395349,-0.0013076792237132068,63997.672
0.0,0.02187035288395349,-0.0013076792237132068,63997.672
-0.00490499999999946,0.022071864295461294,-0.0013075185713096182,63997.685
-0.00490499999999946,0.022396974083170526,-0.0013072590558884092,63997.706
-0.00490499999999946,0.022691219159742728,-0.001307024256221605,63997.725
-0.00490499999999946,0.023000906465344858,-0.0013067770986775551,63997.745
-0.00981000000000001,0.023294275346604044,-0.0013997372990119028,63997.764
-0.01471499999999947,0.023600146391238985,-0.0015956901414365355,63997.784
-0.00490499999999946,0.023904060379025434,-0.0015954429838925732,63997.804
-0.01471499999999947,0.02420601731007217,-0.0017913958263884927,63997.824
-0.00490499999999946,0.024520965675424434,-0.0017911363109672836,63997.845
-0.00490499999999946,0.02519321800789827,-0.0017905802064933024,63997.89
0.0,0.02519321800789827,-0.0017905802064933024,63997.89
-0.00490499999999946,0.025388451706630413,-0.001790419554089714,63997.903
