accel(m/s2),position(m),speed(m/s),timestamp(s)
0.05;0.05;0.05;0.1
0.00980999999999892,0.0,0.0,63784.461
0.05;0.05;0.05;0.1
0.00490499999999946,-4.174902661529127e-05,1.9157934540150506e-05,63784.465
0.00490499999999946,-0.00024932620137989525,0.00011494760741514345,63784.485
0.0,-0.00044563646358406487,0.00011275279662783093,63784.504
0.00980999999999892,-0.0006503607410323697,0.00030664246945226204,63784.524
0.0,-0.0008531692250979598,0.0003043321423072802,63784.544
0.0,-0.0010560239156326605,0.0003020218151631388,63784.564
0.0,-0.0012995049922143302,0.00029924942258916057,63784.588
0.0,-0.0014517222509295741,0.00029751667723084443,63784.603
0.00490499999999946,-0.0016637812482981427,0.000398095833732163,63784.624
0.00490499999999946,-0.0018538263416297638,0.0004890960229111342,63784.643
0.00490499999999946,-0.002052004754625033,0.0005848856957861271,63784.663
0.0,-0.002239386193150045,0.0005826908849988145,63784.682
0.0,-0.002436673708831806,0.0005803805578546732,63784.702
0.0,-0.0026340074311282328,0.0005780702307096913,63784.722
0.00980999999999892,-0.00282942535989639,0.0007719599035341224,63784.742
0.00490499999999946,-0.003012367035974124,0.0008629600927479418,63784.761
0.00490499999999946,-0.0034947775189430506,0.0011072237585269017,63784.812
0.00490499999999946,-0.0034947775189430506,0.0011072237585269017,63784.812
-0.00490499999999946,-0.003579034757703646,0.0010620391112844067,63784.821
0.00490499999999946,-0.00375646492876645,0.0011530393004633777,63784.84
0.0,-0.0039423454762083695,0.0011507289733183959,63784.86
0.00980999999999892,-0.004126310230126186,0.001344618646142827,63784.88
0.00490499999999946,-0.004298371390094222,0.0014356188353566463,63784.899
0.00490499999999946,-0.004477619346836724,0.0015314085082316392,63784.919
0.00490499999999946,-0.004707768569042622,0.0016559350829342821,63784.945
0.00490499999999946,-0.0048303637212957435,0.001722987853946777,63784.959
0.00490499999999946,-0.004995235866315416,0.0018139880431605963,63784.978
-0.00490499999999946,-0.0051776120699986205,0.0017085571996556565,63784.999
0.0,-0.005343643749886268,0.0017063623888691844,63785.018
0.0,-0.005518457835557816,0.0017040520617242025,63785.038
0.00980999999999892,-0.005691356127709288,0.0018979417345486335,63785.058
0.00980999999999892,-0.005860376626465668,0.002091831407443601,63785.078
0.00490499999999946,-0.006018240743968816,0.0021828315966574206,63785.097
-0.00490499999999946,-0.006184506445422212,0.002082421269528993,63785.117
0.0,-0.0064354458074465815,0.0020789557788123605,63785.147
-0.00490499999999946,-0.006519372166382265,0.0020287506152298824,63785.157
-0.00490499999999946,-0.006680205523937531,0.001933360804441438,63785.176
0.00490499999999946,-0.006849498641296309,0.0020291504773164307,63785.196
0.0,-0.007017856965136349,0.0020268401501722893,63785.216
0.0,-0.007177841269027688,0.002024645339384977,63785.235
0.00980999999999892,-0.0073443276956269695,0.002218535012209408,63785.255
0.0,-0.007508898328829627,0.0022162246850644263,63785.275
0.0,-0.007673515168515306,0.002213914357920285,63785.295
