accel(m/s2),position(m),speed(m/s),timestamp(s)
0.05;0.05;0.05;0.1
-0.01471499999999947,0.0,0.0,55297.797
0.05;0.05;0.05;0.1
0.0,0.001343521705567096,0.0011109440984187252,55297.895
-0.00490499999999946,0.0027866993295906617,0.001747629361141141,55297.994
-0.023543999999999586,0.004559872125667448,0.00019723422340009412,55298.121
-0.00490499999999946,0.005507753890603189,0.0006409845580361518,55298.19
-0.028449000000000134,0.006800547862300908,-0.0010702990149595304,55298.29
-0.00981000000000001,0.008003745465594748,-0.0009192087522468754,55298.389
-0.01471499999999947,0.009343954983093207,-0.0012976383540086144,55298.501
-0.00981000000000001,0.010363516536600828,-0.0011679143910663294,55298.586
-0.01471499999999947,0.011943607854271758,-0.0016308148860881156,55298.723
-0.00981000000000001,0.012662150355943374,-0.0015377188656283541,55298.784
-0.00490499999999946,0.013843110346521038,-0.0009010336029059377,55298.883
-0.00490499999999946,0.015074776949005926,-0.00027077950447802236,55298.981
-0.01962000000000002,0.01647928951364945,-0.0012151367777330484,55299.095
0.0,0.01751631378928761,-0.00027423514335463833,55299.178
-0.01962000000000002,0.0187617307908463,-0.0011026187163631594,55299.278
-0.00981000000000001,0.01995008824221365,-0.00095305461792616,55299.376
-0.01962000000000002,0.021116819135812103,-0.001773154355232922,55299.475
-0.01471499999999947,0.02223686921618443,-0.002111037928248523,55299.575
-0.01471499999999947,0.023687752609335682,-0.0025739384232948935,55299.712
-0.01471499999999947,0.024319133689260038,-0.002773289731380739,55299.771
-0.00981000000000001,0.025353735211624807,-0.002622199468668082,55299.87
-0.00490499999999946,0.02642733162242225,-0.0019855142059924565,55299.969
-0.00981000000000001,0.02753992292180202,-0.0018344239432798067,55300.068
-0.00981000000000001,0.028678371043369035,-0.0016818075163025949,55300.168
-0.00490499999999946,0.029821972442239365,-0.0010579845821223899,55300.265
-0.00490499999999946,0.031038257848761328,-0.00042773048369448147,55300.363
-0.01962000000000002,0.032279635181005115,-0.001264397892465026,55300.464
-0.01471499999999947,0.033417574168386845,-0.0015921449583002414,55300.561
-0.00981000000000001,0.03456910902328893,-0.0014410546955875916,55300.66
-0.01471499999999947,0.03571156486162023,-0.0017755594328600077,55300.759
-0.00981000000000001,0.03683397412285198,-0.001625995334411906,55300.857
-0.00981000000000001,0.038081770463840925,-0.001461169593284961,55300.965
-0.00490499999999946,0.039176050747834985,-0.0008759336447313817,55301.056
-0.01962000000000002,0.04035041661777987,-0.0016960333820381437,55301.155
-0.01471499999999947,0.04145706562191308,-0.002027159283591956,55301.253
-0.00981000000000001,0.042554818097771736,-0.0018775951851438613,55301.351
-0.01471499999999947,0.04365405642763928,-0.0022120999224162705,55301.45
-0.00490499999999946,0.044779261951372565,-0.0015689834953993495,55301.55
-0.01962000000000002,0.045874808034397044,-0.0023807993969440847,55301.648
-0.01471499999999947,0.0472043242919255,-0.0028132903704001164,55301.776
-0.00490499999999946,0.047955035077132016,-0.002363108871516348,55301.846
-0.00490499999999946,0.049054281457125135,-0.0017264236087939366,55301.945
-0.00490499999999946,0.05020505983903453,-0.0010961695103660282,55302.043
-0.00981000000000001,0.05169368177951773,-0.0009069251409062964,55302.167
-0.00981000000000001,0.052602124075806396,-0.000795515149216379,55302.24
-0.00981000000000001,0.05383252528180935,-0.0006444248865037291,55302.339
-0.01471499999999947,0.05504223191850296,-0.0009755507880575345,55302.437
-0.00490499999999946,0.056644087079878405,-0.00014593059724876678,55302.566
-0.00981000000000001,0.057569495799204846,-3.909909836360276e-05,55302.636
-0.01471499999999947,0.05883852436313507,-0.000370224999917422,55302.734
-0.00981000000000001,0.06011102929391946,-0.00021913473720477222,55302.833
-0.00981000000000001,0.061448490002410414,-6.19398174116978e-05,55302.936
-0.01471499999999947,0.06266634087449707,-0.00037955037604193304,55303.03
-0.00981000000000001,0.06423170526780932,-0.0001918321708578516,55303.153
-0.00981000000000001,0.06521793261698391,-7.736985061661955e-05,55303.228
-0.01471499999999947,0.06648321064719342,-0.00040849575217044576,55303.326
-0.01471499999999947,0.06772788982100374,-0.0007430004894674463,55303.425
-0.00490499999999946,0.06898752693073208,-0.00010631522679183103,55303.524
-0.00981000000000001,0.07028615892905643,4.477503592083265e-05,55303.623
0.00490499999999946,0.07165762239814279,0.0016364091343303577,55303.721
-0.01471499999999947,0.07310474715572073,0.0013019043970333571,55303.82
-0.023543999999999586,0.07446279720419897,0.000105536495495967,55303.918
-0.03335399999999959,0.07567752136964416,-0.002096247077492508,55304.018
-0.00981000000000001,0.07676850324170018,-0.0019466829790444201,55304.116
-0.023543999999999586,0.07781763536547656,-0.003155258716270065,55304.215
0.00490499999999946,0.07888653281583942,-0.0015473834535283532,55304.314
-0.00981000000000001,0.08010946746996098,-0.0013871362051950664,55304.419
-0.01962000000000002,0.08116008437368857,-0.0021492490923484403,55304.511
0.0,0.08230453982432068,-0.0010269688296163648,55304.61
-0.01471499999999947,0.08348799016346263,-0.0013614735669133654,55304.709
0.0,0.08471043539102455,-0.00023919330426379337,55304.808
-0.01471499999999947,0.08595985472286444,-0.0005703192058421902,55304.906
0.0,0.08752340595128708,0.0007786843422494805,55305.025
-0.023543999999999586,0.08859449596986788,-0.00018573468041115093,55305.104
-0.01471499999999947,0.0898612284897828,-0.0005202394177081654,55305.203
0.00490499999999946,0.09119099285070849,0.0010876358450335466,55305.302
-0.01962000000000002,0.09259822779311758,0.00024268460056124652,55305.404
-0.028449000000000134,0.0938065354180204,-0.001400147629499665,55305.5
-0.01962000000000002,0.0951919113592215,-0.0024356270957753695,55305.625
-0.01962000000000002,0.09595276833978264,-0.0030320632683511484,55305.697
-0.00981000000000001,0.09696175128198681,-0.0028809730056384847,55305.796
0.0,0.09802293763300671,-0.0017700289072197645,55305.894
-0.00490499999999946,0.099431695106976,-0.0009918580305798425,55306.015
-0.00981000000000001,0.10041770687727913,-0.0008697648889936238,55306.095
0.0,0.101650312343181,0.0002185068808809032,55306.191
-0.00981000000000001,0.10296814010307581,0.0003680709793178749,55306.289
0.0,0.10437588771700039,0.0015016874063632918,55306.389
-0.023543999999999586,0.1057535165003926,0.0003053195048259155,55306.487
