accel(m/s2),position(m),speed(m/s),timestamp(s)
0.05;0.05;0.05;0.1
-0.00981000000000001,0.0,0.0,57256.997
0.05;0.05;0.05;0.1
-0.00490499999999946,0.0008222490983059823,0.0002709490138549245,57257.096
-0.00490499999999946,0.0016713221490428027,0.0005418980277297622,57257.195
-0.00490499999999946,0.002547219152153768,0.0008128470416045998,57257.294
-0.01471499999999947,0.0033939544391169913,0.00011967919676124112,57257.392
-0.00981000000000001,0.004265275570630358,-0.00011231191956959097,57257.499
-0.00981000000000001,0.004984787953159703,-0.00030744463422623016,57257.589
-0.01471499999999947,0.005728526127733423,-0.001007685620370809,57257.688
-0.00490499999999946,0.006451014349628033,-0.0007367366065158835,57257.787
-0.00981000000000001,0.007176289571445185,-0.0009513825926508075,57257.886
-0.00490499999999946,0.00790435179313552,-0.0006804335787759692,57257.985
-0.00981000000000001,0.00862829938930333,-0.0008929114236285157,57258.083
-0.01471499999999947,0.009320267641728136,-0.0016002255510228491,57258.183
-0.00981000000000001,0.009954075624661024,-0.0018127033958911711,57258.281
-0.00981000000000001,0.010572830134285952,-0.0020273493820103204,57258.38
-0.00490499999999946,0.011194371643827566,-0.0017564003681354821,57258.479
-0.00981000000000001,0.01181870015324236,-0.001971046354270407,57258.578
-0.00490499999999946,0.012445815662530333,-0.0017000973403955705,57258.677
-0.00981000000000001,0.013075718171648732,-0.001914743326514718,57258.776
-0.00981000000000001,0.013795656940594814,-0.0021727521381236375,57258.895
-0.023543999999999586,0.014225859641595798,-0.0034290212988556824,57258.974
-0.01471499999999947,0.014656891831201816,-0.004122189143699041,57259.072
-0.00490499999999946,0.015071044204332097,-0.0038512401298242023,57259.171
-0.00490499999999946,0.015607587860128051,-0.0035173433652694736,57259.293
-0.00490499999999946,0.015975778264417366,-0.0033093421020944404,57259.369
-0.00981000000000001,0.01644636554216715,-0.0035239880882293635,57259.468
-0.00490499999999946,0.01691973981979012,-0.0032530390743545252,57259.567
-0.01471499999999947,0.017371864144757377,-0.00395328006044764,57259.666
-0.00981000000000001,0.0177750727857539,-0.00416575790531596,57259.764
-0.00490499999999946,0.01833316424963602,-0.003788071401137051,57259.902
-0.01962000000000002,0.01857987171990294,-0.004494781736319061,57259.961
-0.00490499999999946,0.01896070294106251,-0.004221095863727667,57260.061
0.0,0.019389100501410718,-0.0034645518498431747,57260.16
-0.01962000000000002,0.019796248109108294,-0.004650387835910361,57260.259
-0.00490499999999946,0.0201546939981083,-0.004382175680752082,57260.357
-0.01471499999999947,0.020495033799048185,-0.005082416666845193,57260.456
-0.00981000000000001,0.020790086694884132,-0.00529706265298012,57260.555
-0.01471499999999947,0.02103985268559134,-0.005997303639124697,57260.654
-0.00981000000000001,0.02124274701585488,-0.006209781483977245,57260.752
-0.00981000000000001,0.021426190794792525,-0.006424427470112171,57260.851
-0.00490499999999946,0.021612421573591438,-0.006153478456257241,57260.95
-0.00490499999999946,0.021825476304774438,-0.005882529442382413,57261.049
-0.00981000000000001,0.02204131803583062,-0.006097175428517336,57261.148
-0.00981000000000001,0.02223590981425902,-0.006311821414652266,57261.247
-0.00490499999999946,0.022431535212520545,-0.006043609259513895,57261.345
-0.01471499999999947,0.022608433681364313,-0.006750923386908227,57261.445
-0.00490499999999946,0.02276102708634558,-0.006482711231769862,57261.543
-0.00490499999999946,0.02294148777275218,-0.006211762217895017,57261.642
