accel(m/s2),position(m),speed(m/s),timestamp(s)
0.05;0.05;0.05;0.1
0.0,0.0,0.0,55574.097
0.05;0.05;0.05;0.1
-0.00981000000000001,-0.002197626862070884,-0.0005185602200605307,55574.196
-0.00490499999999946,-0.004422554233262537,-0.0005515254401088769,55574.295
-0.00490499999999946,-0.006650745161404328,-0.0005844906601596459,55574.394
-0.00981000000000001,-0.008882973166951066,-0.0010978128981793454,55574.492
-0.00981000000000001,-0.011213070069891947,-0.0016216111002425961,55574.592
-0.00490499999999946,-0.013523382068739053,-0.001654243338273801,55574.69
0.0,-0.015813338216740778,-0.001206185576311772,55574.788
-0.00490499999999946,-0.018129747387495454,-0.0012394837783821062,55574.888
0.0,-0.020402009238626694,-0.0007868539984232205,55574.987
-0.00490499999999946,-0.022653497694042072,-0.00081981921847399,55575.086
-0.00490499999999946,-0.02511561099185146,-0.000855781276710532,55575.194
-0.00981000000000001,-0.02716305442618757,-0.0013219616765533038,55575.283
-0.00490499999999946,-0.029915287937427204,-0.0013612535549951841,55575.401
-0.01471499999999947,-0.031808288712395216,-0.002172692116669552,55575.481
-0.00981000000000001,-0.03502144403794611,-0.0028588677613887985,55575.612
-0.00490499999999946,-0.036653847704854234,-0.00288084457475517,55575.678
-0.00981000000000001,-0.03913667817983158,-0.003399404794815701,55575.777
-0.00490499999999946,-0.041646809163908734,-0.003432370014864048,55575.876
-0.00981000000000001,-0.04444589331897595,-0.004003310055142338,55575.985
-0.00490499999999946,-0.04672789050330516,-0.004032612472963359,55576.073
-0.00490499999999946,-0.05024819857747172,-0.004077565045759643,55576.208
-0.00490499999999946,-0.051856619700416384,-0.00409820993104291,55576.27
-0.00981000000000001,-0.054486756306834194,-0.004622008133144274,55576.37
-0.00490499999999946,-0.0570911072147268,-0.004654640371173054,55576.468
-0.01962000000000002,-0.05982593686496045,-0.006159438573222032,55576.568
-0.01962000000000002,-0.06265161738597512,-0.0076341408112234575,55576.666
-0.01471499999999947,-0.06562906114087319,-0.008638296031293641,55576.765
-0.023543999999999586,-0.06871651274077355,-0.010497550269287717,55576.863
0.00490499999999946,-0.07188128622202182,-0.009559325489319176,55576.962
-0.01962000000000002,-0.07560730135835642,-0.011289843421670024,55577.077
-0.028449000000000134,-0.07844450140198783,-0.01327163292953201,55577.16
0.0,-0.08190794601885219,-0.01281900314960639,55577.259
-0.028449000000000134,-0.08546599461226313,-0.015182824369703822,55577.358
-0.01962000000000002,-0.08917596694131621,-0.016657526607705246,55577.456
-0.00490499999999946,-0.09299865198508192,-0.016690491827756018,55577.555
-0.00981000000000001,-0.09763808629719403,-0.017313811688213953,55577.674
-0.00490499999999946,-0.10073648330737481,-0.0173401172678492,55577.753
0.0,-0.10456365510072985,-0.016892059505853905,55577.851
-0.00490499999999946,-0.10840955890112833,-0.01692502472590225,55577.95
-0.01471499999999947,-0.1128292716372057,-0.0180610387122316,55578.062
-0.01962000000000002,-0.11632236415389621,-0.019355165166057224,55578.148
-0.00981000000000001,-0.12161709020371282,-0.02002038888268937,55578.275
-0.00490499999999946,-0.12455042060469912,-0.020043697624138844,55578.345
-0.00490499999999946,-0.12870833657909847,-0.02007666284418961,55578.444
0.00980999999999892,-0.13279740525248301,-0.01865284306431606,55578.543
-0.00981000000000001,-0.1370070888147755,-0.019192355212463694,55578.646
-0.00981000000000001,-0.14093733251750795,-0.019689963504437122,55578.741
-0.00490499999999946,-0.14610896699221212,-0.019731253275003663,55578.865
-0.00981000000000001,-0.14920267606832108,-0.020118863944538854,55578.939
-0.00981000000000001,-0.15334927265570059,-0.020632186182558552,55579.037
-0.00981000000000001,-0.15758948594988562,-0.02115074640261909,55579.136
-0.01471499999999947,-0.1622156754884999,-0.022225902496811792,55579.242
0.0,-0.1662140843236985,-0.02180984886069469,55579.333
0.0,-0.17152382993288723,-0.021252062667207312,55579.455
-0.01471499999999947,-0.1748316454816358,-0.022022929300790587,55579.531
-0.00490499999999946,-0.1791855053917058,-0.022055894520838927,55579.63
-0.00981000000000001,-0.18356666581138342,-0.022574454740899464,55579.729
-0.00490499999999946,-0.18797512674034705,-0.02260741996095023,55579.828
-0.00490499999999946,-0.19238685122609578,-0.02264038518100099,55579.927
-0.00490499999999946,-0.19671217180566,-0.02267268443700779,55580.024
0.0,-0.20115070586277667,-0.02221548263905205,55580.124
0.01471500000000056,-0.20546994473977767,-0.020286780841150927,55580.224
-0.028449000000000134,-0.20972250166102147,-0.02262672507913592,55580.322
-0.03825900000000015,-0.21429958863047713,-0.025961736299252768,55580.421
-0.00981000000000001,-0.21901878670860772,-0.026475058537272465,55580.519
0.00490499999999946,-0.22381303317542317,-0.025527356739357184,55580.619
0.00980999999999892,-0.22844172054473708,-0.02410353695937899,55580.718
0.00490499999999946,-0.23286281570213097,-0.0231842662153729,55580.815
0.0,-0.2378463740825142,-0.022676772219684605,55580.926
-0.00981000000000001,-0.24179062809757787,-0.023137714637524655,55581.014
0.0,-0.24618596443286617,-0.022689656875562632,55581.112
0.00490499999999946,-0.25055775646815975,-0.021751432095594096,55581.211
-0.03335399999999959,-0.25502415247940186,-0.024600848315491766,55581.31
-0.15303599999999948,-0.2603591423377832,-0.03929878253583569,55581.409
-0.2060100000000002,-0.2677361005657563,-0.060046894684531525,55581.512
-0.34040699999999957,-0.27692541646816576,-0.0916153829935789,55581.606
-0.42183000000000037,-0.2942211223602538,-0.1433553727655798,55581.73
-0.622935,-0.3081417525272175,-0.189114233430937,55581.804
-0.6180299999999995,-0.3317705677658128,-0.24923311567228726,55581.902
-0.7759709999999995,-0.3623968450580532,-0.32560161488825135,55582.001
-0.7563509999999996,-0.4009100271624978,-0.4007795130946981,55582.101
-0.7092630000000003,-0.44572014067175614,-0.4698392293314151,55582.199
-0.6896430000000003,-0.4994459558743925,-0.5397164694968096,55582.301
-0.7279020000000005,-0.5566973243492843,-0.6091561477691557,55582.397
-0.761256,-0.6257148936050414,-0.6870945979194029,55582.5
-0.7229969999999999,-0.6963141067032894,-0.7553449712122065,55582.595
-0.7092630000000003,-0.781814969858417,-0.8293375243215096,55582.7
-0.5935050000000001,-0.8626232996238964,-0.8835193586698831,55582.792
-0.5169869999999998,-0.9662889516776128,-0.9403974216727202,55582.903
-0.4169249999999998,-1.0515703811086217,-0.9762721311083299,55582.99
-0.2825280000000005,-1.1940570257216045,-1.0151859685910674,55583.13
-0.2060100000000002,-1.25454365478028,-1.026869371549183,55583.188
