time;gFx;gFy;gFz;TgF
9.363705;-0.0076;-0.0115;0.9316;0.932
9.365106;-0.0068;-0.0083;0.9379;0.938
9.366849;-0.0093;-0.0093;0.9396;0.940
9.368086;-0.0115;-0.0122;0.9435;0.944
9.369325;-0.0090;-0.0103;0.9423;0.942
9.371161;-0.0073;-0.0078;0.9387;0.939
9.372756;-0.0086;-0.0093;0.9330;0.933
9.373727;-0.0112;-0.0127;0.9379;0.938
9.374848;-0.0112;-0.0122;0.9421;0.942
9.376000;-0.0086;-0.0073;0.9440;0.944
9.377783;-0.0064;-0.0071;0.9431;0.943
9.380664;-0.0093;-0.0095;0.9443;0.944
9.381683;-0.0110;-0.0139;0.9479;0.948
9.383177;-0.0110;-0.0134;0.9460;0.946
9.387053;-0.0083;-0.0090;0.9352;0.935
9.387887;-0.0066;-0.0076;0.9318;0.932
9.388345;-0.0083;-0.0090;0.9362;0.936
9.392338;-0.0105;-0.0122;0.9460;0.946
9.393061;-0.0083;-0.0098;0.9431;0.943
9.397941;-0.0059;-0.0095;0.9382;0.938
9.398742;-0.0054;-0.0081;0.9289;0.929
9.399148;-0.0086;-0.0100;0.9272;0.927
9.400081;-0.0115;-0.0115;0.9323;0.932
9.402201;-0.0083;-0.0081;0.9443;0.944
9.403268;-0.0071;-0.0081;0.9465;0.947
9.404953;-0.0083;-0.0120;0.9406;0.941
9.407691;-0.0129;-0.0134;0.9284;0.929
9.409113;-0.0129;-0.0139;0.9269;0.927
9.411081;-0.0073;-0.0115;0.9387;0.939
9.413090;-0.0059;-0.0125;0.9514;0.951
9.415182;-0.0090;-0.0127;0.9501;0.950
9.418362;-0.0132;-0.0112;0.9316;0.932
9.419392;-0.0103;-0.0095;0.9223;0.922
9.421913;-0.0068;-0.0076;0.9277;0.928
9.423591;-0.0066;-0.0117;0.9487;0.949
9.425420;-0.0086;-0.0142;0.9562;0.956
9.433766;-0.0132;-0.0125;0.9494;0.950
9.434249;-0.0105;-0.0110;0.9372;0.937
9.437898;-0.0076;-0.0125;0.9391;0.939
9.438146;-0.0083;-0.0098;0.9455;0.946
9.438343;-0.0120;-0.0078;0.9325;0.933
9.438594;-0.0103;-0.0081;0.9262;0.926
9.445330;-0.0073;-0.0093;0.9325;0.933
9.447508;-0.0068;-0.0103;0.9438;0.944
9.448559;-0.0103;-0.0098;0.9496;0.950
9.449477;-0.0098;-0.0088;0.9228;0.923
9.454281;-0.0073;-0.0093;0.9157;0.916
9.457045;-0.0064;-0.0098;0.9281;0.928
9.459188;-0.0093;-0.0088;0.9435;0.944
9.460030;-0.0105;-0.0068;0.9379;0.938
9.461079;-0.0093;-0.0066;0.9242;0.924
9.462038;-0.0068;-0.0107;0.9345;0.935
9.464654;-0.0064;-0.0107;0.9409;0.941
9.465085;-0.0100;-0.0086;0.9284;0.928
9.465436;-0.0100;-0.0086;0.9169;0.917
9.465792;-0.0081;-0.0112;0.9176;0.918
9.467810;-0.0088;-0.0117;0.9460;0.946
9.469405;-0.0098;-0.0105;0.9521;0.952
9.471122;-0.0105;-0.0095;0.9360;0.936
9.474384;-0.0093;-0.0125;0.9296;0.930
9.475392;-0.0081;-0.0120;0.9377;0.938
9.481247;-0.0107;-0.0112;0.9467;0.947
9.481903;-0.0120;-0.0117;0.9328;0.933
9.482268;-0.0112;-0.0134;0.9313;0.931
9.488027;-0.0090;-0.0144;0.9445;0.945
9.489332;-0.0068;-0.0110;0.9470;0.947
9.490152;-0.0100;-0.0093;0.9306;0.931
9.490677;-0.0100;-0.0127;0.9238;0.924
9.491197;-0.0100;-0.0139;0.9340;0.934
9.493421;-0.0090;-0.0112;0.9536;0.954
9.510817;-0.0068;-0.0086;0.9330;0.933
9.511586;-0.0066;-0.0107;0.9194;0.919
9.512024;-0.0090;-0.0137;0.9179;0.918
9.512347;-0.0086;-0.0129;0.9377;0.938
9.512663;-0.0083;-0.0107;0.9396;0.940
9.512971;-0.0081;-0.0112;0.9299;0.930
9.513316;-0.0078;-0.0129;0.9284;0.929
9.513662;-0.0090;-0.0120;0.9259;0.926
9.514021;-0.0081;-0.0100;0.9208;0.921
9.514396;-0.0068;-0.0125;0.9252;0.925
9.515445;-0.0066;-0.0164;0.9467;0.947
9.517173;-0.0103;-0.0117;0.9509;0.951
9.519243;-0.0110;-0.0100;0.9387;0.939
9.521152;-0.0088;-0.0110;0.9174;0.918
9.523121;-0.0088;-0.0120;0.9345;0.935
9.525342;-0.0098;-0.0095;0.9472;0.947
9.527691;-0.0127;-0.0100;0.9538;0.954
9.529275;-0.0120;-0.0115;0.9492;0.949
9.531178;-0.0088;-0.0144;0.9413;0.941
9.533235;-0.0090;-0.0098;0.9308;0.931
9.535425;-0.0093;-0.0095;0.9257;0.926
9.537021;-0.0086;-0.0115;0.9328;0.933
9.539672;-0.0095;-0.0115;0.9577;0.958
9.541276;-0.0105;-0.0095;0.9619;0.962
9.544239;-0.0090;-0.0083;0.9404;0.940
9.545691;-0.0086;-0.0105;0.9176;0.918
9.547486;-0.0088;-0.0142;0.9172;0.917
9.549343;-0.0110;-0.0103;0.9316;0.932
9.551341;-0.0093;-0.0095;0.9384;0.939
9.553252;-0.0073;-0.0107;0.9426;0.943
9.555900;-0.0088;-0.0100;0.9401;0.940
9.557121;-0.0095;-0.0093;0.9330;0.933
9.559309;-0.0095;-0.0115;0.9167;0.917
9.561958;-0.0083;-0.0122;0.9274;0.928
9.564061;-0.0093;-0.0117;0.9416;0.942
9.565802;-0.0098;-0.0115;0.9514;0.951
9.568716;-0.0071;-0.0117;0.9445;0.945
9.569807;-0.0076;-0.0115;0.9264;0.927
9.571782;-0.0090;-0.0115;0.9311;0.931
9.573613;-0.0093;-0.0125;0.9382;0.938
9.575444;-0.0093;-0.0159;0.9509;0.951
9.583779;-0.0103;-0.0139;0.9514;0.952
9.585833;-0.0103;-0.0117;0.9457;0.946
9.587470;-0.0073;-0.0093;0.9330;0.933
9.588464;-0.0086;-0.0110;0.9352;0.935
9.604908;-0.0095;-0.0100;0.9431;0.943
9.607063;-0.0100;-0.0105;0.9577;0.958
9.607947;-0.0083;-0.0122;0.9560;0.956
9.608839;-0.0083;-0.0137;0.9399;0.940
9.610508;-0.0095;-0.0083;0.9277;0.928
9.611928;-0.0083;-0.0098;0.9303;0.930
9.612839;-0.0064;-0.0110;0.9384;0.938
9.614600;-0.0059;-0.0088;0.9526;0.953
9.615654;-0.0076;-0.0073;0.9499;0.950
9.616470;-0.0064;-0.0098;0.9323;0.932
9.617501;-0.0034;-0.0110;0.9267;0.927
9.618397;-0.0059;-0.0093;0.9313;0.931
9.619548;-0.0086;-0.0064;0.9406;0.941
9.621413;-0.0083;-0.0090;0.9440;0.944
9.622251;-0.0073;-0.0098;0.9477;0.948
9.623376;-0.0103;-0.0095;0.9450;0.945
9.623814;-0.0105;-0.0110;0.9396;0.940
9.624164;-0.0100;-0.0134;0.9330;0.933
9.624511;-0.0095;-0.0083;0.9389;0.939
9.624846;-0.0105;-0.0064;0.9428;0.943
9.626934;-0.0129;-0.0129;0.9472;0.947
9.628179;-0.0095;-0.0147;0.9496;0.950
9.629117;-0.0086;-0.0132;0.9460;0.946
9.631173;-0.0095;-0.0139;0.9330;0.933
9.633800;-0.0117;-0.0166;0.9303;0.931
9.635904;-0.0120;-0.0144;0.9345;0.935
9.637132;-0.0105;-0.0112;0.9428;0.943
9.639190;-0.0100;-0.0120;0.9428;0.943
9.641291;-0.0078;-0.0154;0.9369;0.937
9.644651;-0.0068;-0.0120;0.9294;0.929
9.646001;-0.0083;-0.0112;0.9289;0.929
9.647892;-0.0095;-0.0151;0.9387;0.939
9.649262;-0.0105;-0.0154;0.9499;0.950
9.651712;-0.0110;-0.0129;0.9492;0.949
9.653356;-0.0090;-0.0110;0.9362;0.936
9.655393;-0.0088;-0.0120;0.9299;0.930
9.657540;-0.0088;-0.0112;0.9313;0.931
9.659462;-0.0093;-0.0105;0.9455;0.946
9.661517;-0.0086;-0.0095;0.9509;0.951
9.666060;-0.0098;-0.0090;0.9467;0.947
9.666418;-0.0093;-0.0132;0.9330;0.933
9.667544;-0.0088;-0.0125;0.9294;0.929
9.669305;-0.0088;-0.0086;0.9277;0.928
9.671174;-0.0064;-0.0107;0.9367;0.937
9.673191;-0.0073;-0.0110;0.9413;0.941
9.675171;-0.0088;-0.0098;0.9433;0.943
9.680740;-0.0088;-0.0098;0.9369;0.937
9.681407;-0.0093;-0.0132;0.9250;0.925
9.681781;-0.0083;-0.0139;0.9279;0.928
9.683432;-0.0083;-0.0120;0.9330;0.933
9.685545;-0.0083;-0.0120;0.9401;0.940
9.687665;-0.0093;-0.0161;0.9416;0.942
9.699664;-0.0086;-0.0144;0.9399;0.940
9.700895;-0.0081;-0.0090;0.9343;0.934
9.701796;-0.0105;-0.0147;0.9369;0.937
9.702921;-0.0110;-0.0156;0.9450;0.945
9.703891;-0.0110;-0.0127;0.9575;0.958
9.704631;-0.0098;-0.0137;0.9565;0.957
9.705650;-0.0103;-0.0169;0.9435;0.944
9.706502;-0.0107;-0.0100;0.9323;0.932
9.707636;-0.0100;-0.0073;0.9306;0.931
9.709726;-0.0078;-0.0120;0.9426;0.943
9.711263;-0.0095;-0.0090;0.9606;0.961
9.712125;-0.0078;-0.0061;0.9628;0.963
9.714704;-0.0076;-0.0071;0.9457;0.946
9.715582;-0.0066;-0.0095;0.9328;0.933
9.717319;-0.0059;-0.0093;0.9340;0.934
9.719428;-0.0049;-0.0103;0.9413;0.941
9.721310;-0.0051;-0.0100;0.9452;0.945
9.723431;-0.0064;-0.0037;0.9479;0.948
9.725557;-0.0046;-0.0046;0.9440;0.944
9.729422;-0.0054;-0.0073;0.9413;0.941
9.730043;-0.0078;-0.0068;0.9389;0.939
9.731334;-0.0056;-0.0073;0.9465;0.947
9.733158;-0.0061;-0.0100;0.9492;0.949
9.735098;-0.0083;-0.0095;0.9492;0.949
9.737038;-0.0090;-0.0086;0.9489;0.949
9.739301;-0.0071;-0.0125;0.9487;0.949
9.741070;-0.0068;-0.0098;0.9455;0.946
9.743206;-0.0078;-0.0061;0.9423;0.942
9.745232;-0.0059;-0.0078;0.9394;0.939
9.747407;-0.0066;-0.0110;0.9518;0.952
9.749567;-0.0090;-0.0088;0.9570;0.957
9.751547;-0.0088;-0.0107;0.9518;0.952
9.753352;-0.0090;-0.0107;0.9438;0.944
9.755223;-0.0081;-0.0086;0.9443;0.944
9.757236;-0.0078;-0.0086;0.9509;0.951
9.763960;-0.0088;-0.0110;0.9538;0.954
9.764591;-0.0088;-0.0086;0.9545;0.955
9.764970;-0.0086;-0.0064;0.9526;0.953
9.765324;-0.0083;-0.0095;0.9521;0.952
9.770141;-0.0090;-0.0073;0.9494;0.949
9.770581;-0.0066;-0.0064;0.9545;0.955
9.772398;-0.0059;-0.0071;0.9575;0.958
9.774250;-0.0068;-0.0081;0.9577;0.958
9.778311;-0.0098;-0.0078;0.9533;0.953
9.780162;-0.0090;-0.0098;0.9506;0.951
9.788337;-0.0098;-0.0076;0.9501;0.950
9.789381;-0.0100;-0.0076;0.9592;0.959
9.791548;-0.0100;-0.0098;0.9636;0.964
9.792627;-0.0086;-0.0086;0.9633;0.963
9.793638;-0.0083;-0.0059;0.9592;0.959
9.795730;-0.0088;-0.0083;0.9506;0.951
9.796947;-0.0086;-0.0103;0.9501;0.950
9.798175;-0.0100;-0.0078;0.9509;0.951
9.798926;-0.0110;-0.0105;0.9545;0.955
9.799544;-0.0076;-0.0127;0.9531;0.953
9.800145;-0.0071;-0.0088;0.9506;0.951
9.801590;-0.0068;-0.0088;0.9440;0.944
9.807951;-0.0081;-0.0127;0.9443;0.944
9.808352;-0.0083;-0.0120;0.9526;0.953
9.808673;-0.0078;-0.0107;0.9646;0.965
9.811375;-0.0083;-0.0137;0.9667;0.967
9.812389;-0.0103;-0.0144;0.9611;0.961
9.813404;-0.0100;-0.0125;0.9501;0.950
9.815592;-0.0100;-0.0132;0.9440;0.944
9.817506;-0.0103;-0.0083;0.9438;0.944
9.819375;-0.0088;-0.0090;0.9602;0.960
9.821295;-0.0095;-0.0117;0.9677;0.968
9.823446;-0.0098;-0.0127;0.9736;0.974
9.825663;-0.0093;-0.0127;0.9687;0.969
9.827884;-0.0076;-0.0159;0.9501;0.950
9.829475;-0.0064;-0.0098;0.9416;0.942
9.831707;-0.0066;-0.0088;0.9433;0.943
9.833964;-0.0068;-0.0127;0.9553;0.955
9.835703;-0.0086;-0.0110;0.9677;0.968
9.837663;-0.0076;-0.0095;0.9685;0.969
9.839839;-0.0083;-0.0127;0.9555;0.956
9.841685;-0.0093;-0.0103;0.9428;0.943
9.845232;-0.0076;-0.0090;0.9450;0.945
9.845731;-0.0071;-0.0117;0.9536;0.954
9.847938;-0.0088;-0.0107;0.9592;0.959
9.850091;-0.0107;-0.0095;0.9636;0.964
9.851360;-0.0105;-0.0132;0.9584;0.959
9.853186;-0.0110;-0.0129;0.9536;0.954
9.855449;-0.0086;-0.0122;0.9511;0.951
9.857554;-0.0095;-0.0132;0.9562;0.956
9.864652;-0.0103;-0.0115;0.9575;0.958
9.865612;-0.0115;-0.0120;0.9577;0.958
9.865984;-0.0098;-0.0151;0.9553;0.955
9.866342;-0.0083;-0.0142;0.9540;0.954
9.875422;-0.0073;-0.0122;0.9560;0.956
9.875851;-0.0076;-0.0120;0.9582;0.958
9.876195;-0.0090;-0.0125;0.9584;0.959
9.876693;-0.0059;-0.0144;0.9624;0.962
9.877043;-0.0068;-0.0159;0.9636;0.964
9.884115;-0.0105;-0.0156;0.9580;0.958
9.884724;-0.0103;-0.0144;0.9577;0.958
9.885091;-0.0098;-0.0137;0.9621;0.962
9.885442;-0.0103;-0.0125;0.9729;0.973
9.886601;-0.0086;-0.0122;0.9711;0.971
9.887653;-0.0059;-0.0129;0.9631;0.963
9.889551;-0.0034;-0.0093;0.9479;0.948
9.891667;-0.0037;-0.0093;0.9474;0.948
9.895471;-0.0042;-0.0120;0.9597;0.960
9.896709;-0.0078;-0.0122;0.9741;0.974
9.899007;-0.0071;-0.0134;0.9777;0.978
9.900276;-0.0061;-0.0144;0.9699;0.970
9.904475;-0.0059;-0.0110;0.9499;0.950
9.906531;-0.0071;-0.0134;0.9452;0.945
9.907915;-0.0076;-0.0178;0.9606;0.961
9.908786;-0.0103;-0.0142;0.9829;0.983
9.910615;-0.0112;-0.0129;0.9841;0.984
9.912211;-0.0107;-0.0169;0.9699;0.970
9.915266;-0.0105;-0.0181;0.9609;0.961
9.916072;-0.0110;-0.0242;0.9538;0.954
9.917230;-0.0090;-0.0239;0.9602;0.960
9.919942;-0.0098;-0.0220;0.9638;0.964
9.921487;-0.0081;-0.0200;0.9624;0.963
9.923319;-0.0093;-0.0213;0.9496;0.950
9.925283;-0.0090;-0.0210;0.9482;0.948
9.930894;-0.0107;-0.0215;0.9599;0.960
9.931535;-0.0100;-0.0217;0.9694;0.970
9.931915;-0.0120;-0.0188;0.9853;0.986
9.933641;-0.0129;-0.0225;0.9797;0.980
9.936013;-0.0132;-0.0237;0.9680;0.968
9.937349;-0.0144;-0.0257;0.9548;0.955
9.939624;-0.0144;-0.0225;0.9611;0.962
9.941433;-0.0139;-0.0193;0.9697;0.970
9.943344;-0.0144;-0.0171;0.9848;0.985
9.946215;-0.0132;-0.0151;0.9846;0.985
9.950225;-0.0122;-0.0151;0.9792;0.979
9.950693;-0.0103;-0.0169;0.9636;0.964
9.954238;-0.0083;-0.0169;0.9589;0.959
9.954892;-0.0083;-0.0137;0.9636;0.964
9.955527;-0.0093;-0.0107;0.9746;0.975
9.957155;-0.0098;-0.0095;0.9760;0.976
9.959414;-0.0090;-0.0112;0.9716;0.972
9.963396;-0.0081;-0.0117;0.9670;0.967
9.963997;-0.0093;-0.0110;0.9660;0.966
9.965436;-0.0103;-0.0110;0.9675;0.968
9.967350;-0.0088;-0.0115;0.9643;0.964
9.969491;-0.0076;-0.0115;0.9648;0.965
9.971834;-0.0059;-0.0107;0.9724;0.972
9.973570;-0.0064;-0.0105;0.9782;0.978
9.976019;-0.0083;-0.0078;0.9858;0.986
9.984675;-0.0090;-0.0071;0.9814;0.981
9.986154;-0.0083;-0.0078;0.9760;0.976
9.987480;-0.0073;-0.0081;0.9619;0.962
9.988478;-0.0073;-0.0051;0.9604;0.960
9.989588;-0.0061;-0.0037;0.9663;0.966
10.007280;-0.0073;-0.0010;0.9807;0.981
10.008873;-0.0068;-0.0015;0.9819;0.982
10.009809;-0.0076;0.0000;0.9780;0.978
10.010600;-0.0086;-0.0020;0.9680;0.968
10.011633;-0.0078;-0.0034;0.9670;0.967
10.012455;-0.0061;-0.0017;0.9714;0.971
10.014414;-0.0064;0.0010;0.9773;0.977
10.015762;-0.0064;0.0012;0.9797;0.980
10.016933;-0.0066;-0.0005;0.9841;0.984
10.018094;-0.0059;-0.0024;0.9824;0.982
10.019590;-0.0061;-0.0015;0.9758;0.976
10.020314;-0.0061;-0.0017;0.9636;0.964
10.021219;-0.0064;-0.0049;0.9685;0.968
10.022010;-0.0064;-0.0027;0.9746;0.975
10.023382;-0.0073;-0.0002;0.9841;0.984
10.024060;-0.0068;-0.0012;0.9829;0.983
10.024787;-0.0095;-0.0012;0.9743;0.974
10.026046;-0.0081;-0.0032;0.9670;0.967
10.027373;-0.0078;-0.0051;0.9641;0.964
10.027790;-0.0076;-0.0046;0.9667;0.967
10.030572;-0.0068;-0.0051;0.9770;0.977
10.031492;-0.0066;-0.0054;0.9819;0.982
10.031941;-0.0078;-0.0054;0.9880;0.988
10.033670;-0.0093;-0.0095;0.9851;0.985
10.035756;-0.0083;-0.0115;0.9804;0.981
10.037948;-0.0081;-0.0127;0.9724;0.972
10.039661;-0.0081;-0.0129;0.9699;0.970
10.041550;-0.0083;-0.0110;0.9724;0.972
10.046633;-0.0100;-0.0098;0.9856;0.986
10.047287;-0.0110;-0.0095;0.9909;0.991
10.048036;-0.0088;-0.0076;0.9907;0.991
10.049497;-0.0083;-0.0103;0.9812;0.981
10.051383;-0.0066;-0.0110;0.9782;0.978
10.053788;-0.0098;-0.0120;0.9773;0.977
10.055421;-0.0093;-0.0115;0.9751;0.975
10.057455;-0.0083;-0.0100;0.9738;0.974
10.059818;-0.0090;-0.0083;0.9773;0.977
10.062372;-0.0107;-0.0086;0.9802;0.980
10.064370;-0.0105;-0.0120;0.9853;0.985
10.067452;-0.0107;-0.0142;0.9826;0.983
10.068025;-0.0105;-0.0132;0.9777;0.978
10.069551;-0.0090;-0.0137;0.9685;0.969
10.071805;-0.0115;-0.0144;0.9680;0.968
10.073842;-0.0125;-0.0156;0.9731;0.973
10.076275;-0.0110;-0.0166;0.9861;0.986
10.080975;-0.0129;-0.0169;0.9885;0.989
10.081616;-0.0134;-0.0161;0.9834;0.984
10.081982;-0.0129;-0.0144;0.9692;0.969
10.083693;-0.0137;-0.0144;0.9670;0.967
10.085507;-0.0137;-0.0186;0.9758;0.976
10.087384;-0.0139;-0.0193;0.9907;0.991
10.089667;-0.0137;-0.0195;0.9917;0.992
10.095361;-0.0129;-0.0205;0.9802;0.980
10.096473;-0.0137;-0.0235;0.9716;0.972
10.097789;-0.0139;-0.0232;0.9733;0.974
10.099842;-0.0147;-0.0200;0.9851;0.985
10.100624;-0.0132;-0.0183;0.9926;0.993
10.101949;-0.0129;-0.0159;0.9944;0.995
10.104625;-0.0125;-0.0176;0.9902;0.990
10.106584;-0.0129;-0.0169;0.9858;0.986
10.107925;-0.0105;-0.0147;0.9743;0.974
10.114669;-0.0093;-0.0132;0.9721;0.972
10.116494;-0.0076;-0.0107;0.9760;0.976
10.117717;-0.0093;-0.0090;0.9875;0.988
10.118683;-0.0132;-0.0142;0.9919;0.992
10.119191;-0.0120;-0.0151;0.9904;0.991
10.120609;-0.0107;-0.0144;0.9802;0.980
10.121789;-0.0098;-0.0144;0.9743;0.974
10.123767;-0.0093;-0.0120;0.9733;0.973
10.126067;-0.0078;-0.0122;0.9843;0.984
10.131901;-0.0090;-0.0125;0.9970;0.997
10.132482;-0.0095;-0.0132;0.9978;0.998
10.133016;-0.0090;-0.0149;0.9843;0.984
10.134249;-0.0086;-0.0127;0.9770;0.977
10.135461;-0.0078;-0.0139;0.9719;0.972
10.137408;-0.0081;-0.0112;0.9846;0.985
10.139445;-0.0068;-0.0105;0.9917;0.992
10.141597;-0.0068;-0.0107;0.9922;0.992
10.148616;-0.0078;-0.0095;0.9878;0.988
10.149226;-0.0073;-0.0100;0.9792;0.979
10.149588;-0.0066;-0.0132;0.9875;0.988
10.150110;-0.0078;-0.0134;0.9985;0.999
10.151661;-0.0115;-0.0127;1.0093;1.009
10.153955;-0.0098;-0.0090;0.9941;0.994
10.155877;-0.0086;-0.0086;0.9846;0.985
10.157828;-0.0088;-0.0095;0.9785;0.979
10.162683;-0.0078;-0.0107;0.9995;1.000
10.163255;-0.0083;-0.0115;1.0107;1.011
10.163644;-0.0066;-0.0107;1.0183;1.018
10.165443;-0.0049;-0.0103;1.0119;1.012
10.167582;-0.0076;-0.0090;0.9887;0.989
10.169875;-0.0098;-0.0056;0.9780;0.978
10.172151;-0.0083;-0.0051;0.9834;0.983
10.173826;-0.0061;-0.0056;1.0068;1.007
10.175645;-0.0073;-0.0029;1.0168;1.017
10.186961;-0.0066;-0.0029;1.0097;1.010
10.188733;-0.0068;-0.0049;0.9868;0.987
10.189753;-0.0061;-0.0081;0.9902;0.990
10.190905;-0.0066;-0.0093;1.0010;1.001
10.191923;-0.0086;-0.0076;1.0122;1.012
10.200202;-0.0076;-0.0056;1.0075;1.008
10.201555;-0.0059;-0.0081;0.9934;0.993
10.203450;-0.0078;-0.0100;0.9995;1.000
10.204054;-0.0078;-0.0107;1.0071;1.007
10.204386;-0.0081;-0.0110;1.0110;1.011
10.204698;-0.0068;-0.0090;1.0032;1.003
10.205313;-0.0083;-0.0105;0.9988;0.999
10.208209;-0.0095;-0.0122;0.9890;0.989
10.208764;-0.0086;-0.0127;0.9890;0.989
10.209093;-0.0081;-0.0117;0.9941;0.994
10.209435;-0.0086;-0.0112;1.0119;1.012
10.213066;-0.0093;-0.0125;1.0178;1.018
10.213915;-0.0095;-0.0142;1.0061;1.006
10.214283;-0.0061;-0.0127;0.9858;0.986
10.220417;-0.0059;-0.0122;0.9829;0.983
10.220977;-0.0093;-0.0112;0.9926;0.993
10.221334;-0.0093;-0.0120;1.0124;1.013
10.221691;-0.0088;-0.0122;1.0154;1.015
10.225155;-0.0090;-0.0120;1.0054;1.005
10.225756;-0.0093;-0.0125;0.9856;0.986
10.228294;-0.0093;-0.0112;0.9819;0.982
10.232090;-0.0086;-0.0103;0.9963;0.996
10.232904;-0.0086;-0.0107;1.0071;1.007
10.237580;-0.0068;-0.0095;1.0181;1.018
10.237952;-0.0088;-0.0103;1.0019;1.002
10.238295;-0.0095;-0.0112;0.9917;0.992
10.239805;-0.0098;-0.0117;0.9858;0.986
10.241786;-0.0103;-0.0105;0.9978;0.998
10.243526;-0.0093;-0.0095;1.0049;1.005
10.247274;-0.0083;-0.0093;1.0093;1.009
10.247878;-0.0107;-0.0115;1.0054;1.005
10.250124;-0.0110;-0.0120;1.0029;1.003
10.251538;-0.0100;-0.0139;0.9970;0.997
10.253490;-0.0103;-0.0132;0.9968;0.997
10.255465;-0.0115;-0.0110;1.0063;1.006
10.257639;-0.0100;-0.0105;1.0090;1.009
10.261630;-0.0090;-0.0081;1.0041;1.004
10.262727;-0.0105;-0.0078;0.9909;0.991
10.263543;-0.0100;-0.0100;0.9870;0.987
10.265505;-0.0093;-0.0093;0.9909;0.991
10.269227;-0.0117;-0.0095;1.0022;1.002
10.270809;-0.0112;-0.0088;1.0119;1.012
10.272085;-0.0120;-0.0093;1.0117;1.012
10.273775;-0.0122;-0.0112;0.9975;0.998
10.275770;-0.0115;-0.0112;0.9890;0.989
10.284170;-0.0132;-0.0122;0.9858;0.986
10.286085;-0.0107;-0.0110;1.0017;1.002
10.287775;-0.0086;-0.0100;1.0105;1.011
10.289013;-0.0088;-0.0112;1.0166;1.017
10.290814;-0.0110;-0.0120;1.0119;1.012
10.292416;-0.0125;-0.0112;1.0068;1.007
10.293765;-0.0132;-0.0122;0.9934;0.994
10.294869;-0.0086;-0.0107;0.9929;0.993
10.295265;-0.0076;-0.0107;0.9983;0.998
10.306405;-0.0086;-0.0137;1.0119;1.012
10.307090;-0.0090;-0.0132;1.0159;1.016
10.307464;-0.0095;-0.0127;1.0107;1.011
10.307817;-0.0090;-0.0098;1.0044;1.004
10.308158;-0.0088;-0.0088;1.0036;1.004
10.308501;-0.0093;-0.0122;1.0088;1.009
10.308833;-0.0064;-0.0144;1.0141;1.014
10.310080;-0.0068;-0.0147;1.0139;1.014
10.317083;-0.0071;-0.0120;1.0036;1.004
10.318030;-0.0090;-0.0095;0.9948;0.995
10.318419;-0.0086;-0.0093;0.9983;0.998
10.318944;-0.0068;-0.0090;1.0176;1.018
10.320146;-0.0078;-0.0090;1.0247;1.025
10.322192;-0.0086;-0.0107;1.0168;1.017
10.324486;-0.0095;-0.0098;0.9946;0.995
10.327039;-0.0100;-0.0110;0.9897;0.990
10.332253;-0.0100;-0.0086;1.0010;1.001
10.333022;-0.0071;-0.0051;1.0225;1.022
10.333398;-0.0056;-0.0037;1.0264;1.026
10.334346;-0.0046;-0.0034;1.0139;1.014
10.336166;-0.0093;-0.0059;0.9934;0.993
10.337855;-0.0107;-0.0112;0.9875;0.988
10.340863;-0.0086;-0.0117;0.9941;0.994
10.341980;-0.0093;-0.0112;1.0032;1.003
10.344109;-0.0103;-0.0093;1.0188;1.019
10.347804;-0.0100;-0.0095;1.0176;1.018
10.348662;-0.0088;-0.0107;1.0117;1.012
10.349859;-0.0076;-0.0137;1.0046;1.005
10.352074;-0.0105;-0.0129;1.0017;1.002
10.354280;-0.0110;-0.0112;1.0019;1.002
10.355788;-0.0095;-0.0107;1.0054;1.005
10.357872;-0.0088;-0.0117;1.0090;1.009
10.360026;-0.0103;-0.0139;1.0132;1.013
10.364096;-0.0095;-0.0144;1.0088;1.009
10.364727;-0.0095;-0.0147;1.0019;1.002
10.365813;-0.0086;-0.0137;0.9946;0.995
10.367917;-0.0090;-0.0127;1.0017;1.002
10.370050;-0.0081;-0.0125;1.0097;1.010
10.371891;-0.0086;-0.0125;1.0207;1.021
10.373990;-0.0090;-0.0120;1.0119;1.012
10.375923;-0.0098;-0.0120;1.0044;1.004
10.396722;-0.0098;-0.0149;0.9931;0.993
10.403491;-0.0095;-0.0164;0.9951;0.995
10.404578;-0.0083;-0.0132;1.0088;1.009
10.405706;-0.0095;-0.0103;1.0119;1.012
10.406344;-0.0081;-0.0078;1.0014;1.002
10.406804;-0.0068;-0.0098;0.9970;0.997
10.407167;-0.0088;-0.0129;0.9985;0.999
10.407746;-0.0095;-0.0132;1.0041;1.004
10.408123;-0.0078;-0.0139;1.0115;1.012
10.408451;-0.0061;-0.0098;1.0093;1.009
10.408784;-0.0071;-0.0093;1.0063;1.006
10.409784;-0.0098;-0.0127;1.0032;1.003
10.410135;-0.0093;-0.0120;1.0036;1.004
10.410549;-0.0086;-0.0139;1.0112;1.011
10.411196;-0.0103;-0.0122;1.0161;1.016
10.411552;-0.0110;-0.0117;1.0146;1.015
10.411896;-0.0112;-0.0137;1.0044;1.005
10.417061;-0.0095;-0.0127;0.9941;0.994
10.417998;-0.0095;-0.0132;0.9958;0.996
10.418389;-0.0110;-0.0122;1.0085;1.009
10.418843;-0.0090;-0.0115;1.0227;1.023
10.421270;-0.0095;-0.0117;1.0234;1.024
10.422672;-0.0105;-0.0120;1.0090;1.009
10.425149;-0.0120;-0.0129;0.9992;0.999
10.426579;-0.0127;-0.0156;0.9890;0.989
10.428499;-0.0115;-0.0154;1.0071;1.007
