time;gFx;gFy;gFz;TgF
136.155895;-0.0105;-0.0139;1.0073;1.007
136.157868;-0.0107;-0.0120;1.0078;1.008
136.159434;-0.0115;-0.0110;1.0075;1.008
136.160459;-0.0078;-0.0086;1.0063;1.006
136.161339;-0.0064;-0.0081;1.0049;1.005
136.162763;-0.0071;-0.0093;1.0051;1.005
136.165846;-0.0076;-0.0105;1.0066;1.007
136.167865;-0.0073;-0.0115;1.0061;1.006
136.168261;-0.0100;-0.0125;1.0068;1.007
136.170812;-0.0107;-0.0134;1.0039;1.004
136.172536;-0.0103;-0.0139;1.0032;1.003
136.173020;-0.0098;-0.0125;1.0075;1.008
136.175714;-0.0122;-0.0110;1.0115;1.012
136.177354;-0.0120;-0.0095;1.0102;1.010
136.179455;-0.0105;-0.0088;1.0051;1.005
136.185463;-0.0098;-0.0095;1.0019;1.002
136.186220;-0.0107;-0.0110;1.0039;1.004
136.186703;-0.0103;-0.0144;1.0093;1.009
136.187785;-0.0103;-0.0159;1.0107;1.011
136.189368;-0.0095;-0.0149;1.0061;1.006
136.192147;-0.0073;-0.0142;0.9995;1.000
136.193244;-0.0068;-0.0122;0.9970;0.997
136.195432;-0.0059;-0.0095;0.9988;0.999
136.201497;-0.0064;-0.0086;1.0046;1.005
136.202148;-0.0059;-0.0115;1.0068;1.007
136.202600;-0.0066;-0.0122;1.0036;1.004
136.203399;-0.0071;-0.0127;1.0024;1.003
136.205529;-0.0068;-0.0122;1.0002;1.000
136.207308;-0.0064;-0.0122;1.0022;1.002
136.209326;-0.0064;-0.0115;1.0034;1.003
136.211399;-0.0076;-0.0095;1.0044;1.004
136.213635;-0.0090;-0.0078;1.0046;1.005
136.215616;-0.0095;-0.0073;1.0041;1.004
136.217737;-0.0095;-0.0093;1.0041;1.004
136.219269;-0.0107;-0.0110;1.0066;1.007
136.221269;-0.0103;-0.0115;1.0075;1.008
136.223426;-0.0098;-0.0129;1.0090;1.009
136.225294;-0.0098;-0.0139;1.0083;1.008
136.227814;-0.0105;-0.0125;1.0056;1.006
136.229390;-0.0115;-0.0127;1.0041;1.004
136.232404;-0.0115;-0.0129;1.0054;1.006
136.234049;-0.0105;-0.0132;1.0095;1.010
136.235822;-0.0095;-0.0115;1.0119;1.012
136.237557;-0.0088;-0.0110;1.0102;1.010
136.241026;-0.0076;-0.0090;1.0039;1.004
136.241873;-0.0081;-0.0078;1.0027;1.003
136.243987;-0.0086;-0.0066;1.0046;1.005
136.245485;-0.0073;-0.0088;1.0083;1.008
136.247655;-0.0066;-0.0093;1.0102;1.010
136.251708;-0.0071;-0.0095;1.0085;1.009
136.253120;-0.0076;-0.0115;1.0049;1.005
136.254330;-0.0088;-0.0127;1.0027;1.003
136.255410;-0.0083;-0.0117;1.0029;1.003
136.257227;-0.0083;-0.0115;1.0078;1.008
136.259372;-0.0086;-0.0112;1.0095;1.010
136.261271;-0.0105;-0.0107;1.0073;1.007
136.270974;-0.0103;-0.0107;1.0046;1.005
136.271873;-0.0112;-0.0110;1.0027;1.003
136.272275;-0.0112;-0.0129;1.0014;1.002
136.272633;-0.0117;-0.0139;1.0029;1.003
136.272976;-0.0127;-0.0151;1.0061;1.006
136.273587;-0.0132;-0.0156;1.0078;1.008
136.276924;-0.0132;-0.0154;1.0073;1.008
136.277375;-0.0105;-0.0127;1.0058;1.006
136.279597;-0.0103;-0.0107;1.0056;1.006
136.285446;-0.0100;-0.0095;1.0068;1.007
136.286558;-0.0078;-0.0088;1.0073;1.007
136.286942;-0.0068;-0.0088;1.0068;1.007
136.287447;-0.0073;-0.0103;1.0054;1.005
136.289736;-0.0086;-0.0122;1.0058;1.006
136.291693;-0.0093;-0.0129;1.0049;1.005
136.293670;-0.0081;-0.0127;1.0044;1.004
136.295787;-0.0078;-0.0103;1.0044;1.004
136.302379;-0.0068;-0.0086;1.0051;1.005
136.303061;-0.0064;-0.0081;1.0066;1.007
136.303434;-0.0071;-0.0107;1.0080;1.008
136.303792;-0.0061;-0.0115;1.0088;1.009
136.305279;-0.0054;-0.0122;1.0061;1.006
136.307460;-0.0061;-0.0127;1.0056;1.006
136.309555;-0.0076;-0.0147;1.0073;1.007
136.311755;-0.0105;-0.0166;1.0066;1.007
136.313304;-0.0112;-0.0166;1.0058;1.006
136.315419;-0.0105;-0.0161;1.0039;1.004
136.317543;-0.0117;-0.0137;1.0051;1.005
136.319985;-0.0110;-0.0125;1.0051;1.005
136.321292;-0.0120;-0.0127;1.0071;1.007
136.323501;-0.0105;-0.0132;1.0073;1.007
136.325962;-0.0103;-0.0122;1.0071;1.007
136.327196;-0.0083;-0.0110;1.0024;1.003
136.329394;-0.0086;-0.0125;1.0000;1.000
136.333908;-0.0105;-0.0129;0.9983;0.998
136.335583;-0.0100;-0.0151;1.0014;1.002
136.336358;-0.0095;-0.0139;1.0034;1.004
136.337462;-0.0081;-0.0117;1.0051;1.005
136.339440;-0.0071;-0.0095;1.0022;1.002
136.341548;-0.0071;-0.0076;0.9997;1.000
136.343549;-0.0068;-0.0073;0.9990;0.999
136.345723;-0.0073;-0.0088;1.0024;1.002
136.349107;-0.0088;-0.0090;1.0044;1.004
136.350916;-0.0093;-0.0112;1.0051;1.005
136.352247;-0.0086;-0.0115;1.0029;1.003
136.354051;-0.0086;-0.0144;1.0002;1.000
136.356006;-0.0088;-0.0149;0.9978;0.998
136.357971;-0.0100;-0.0147;0.9978;0.998
136.360906;-0.0117;-0.0149;1.0036;1.004
136.362147;-0.0107;-0.0151;1.0063;1.006
136.364210;-0.0098;-0.0144;1.0066;1.007
136.367243;-0.0090;-0.0125;1.0083;1.008
136.368106;-0.0095;-0.0122;1.0056;1.006
136.375564;-0.0100;-0.0112;1.0054;1.005
136.376513;-0.0081;-0.0110;1.0075;1.008
136.376898;-0.0086;-0.0110;1.0068;1.007
136.377522;-0.0086;-0.0110;1.0058;1.006
136.377886;-0.0086;-0.0115;1.0029;1.003
136.398598;-0.0083;-0.0112;1.0029;1.003
136.399324;-0.0071;-0.0107;1.0041;1.004
136.399702;-0.0071;-0.0107;1.0075;1.008
136.400069;-0.0068;-0.0112;1.0090;1.009
136.400415;-0.0064;-0.0095;1.0066;1.007
136.400750;-0.0078;-0.0103;1.0046;1.005
136.401099;-0.0078;-0.0100;1.0024;1.002
136.401441;-0.0088;-0.0088;1.0056;1.006
136.401779;-0.0088;-0.0078;1.0078;1.008
136.402124;-0.0081;-0.0076;1.0090;1.009
136.402616;-0.0122;-0.0093;1.0068;1.007
136.405337;-0.0112;-0.0112;1.0056;1.006
136.405727;-0.0100;-0.0129;1.0039;1.004
136.406079;-0.0110;-0.0134;1.0063;1.006
136.407660;-0.0115;-0.0147;1.0073;1.007
136.409741;-0.0117;-0.0147;1.0080;1.008
136.411763;-0.0120;-0.0142;1.0075;1.008
136.413842;-0.0103;-0.0112;1.0058;1.006
136.415899;-0.0081;-0.0100;1.0063;1.006
136.417663;-0.0086;-0.0095;1.0071;1.007
136.419890;-0.0088;-0.0110;1.0090;1.009
136.421868;-0.0076;-0.0127;1.0102;1.010
136.423451;-0.0073;-0.0127;1.0097;1.010
136.425450;-0.0068;-0.0120;1.0093;1.009
136.427505;-0.0078;-0.0107;1.0088;1.009
136.429418;-0.0073;-0.0100;1.0090;1.009
136.432516;-0.0064;-0.0098;1.0095;1.010
136.434125;-0.0081;-0.0103;1.0102;1.010
136.435882;-0.0095;-0.0115;1.0097;1.010
136.437667;-0.0100;-0.0112;1.0112;1.011
136.439470;-0.0100;-0.0127;1.0105;1.011
136.441501;-0.0093;-0.0110;1.0122;1.012
136.443566;-0.0107;-0.0107;1.0129;1.013
136.445416;-0.0117;-0.0100;1.0134;1.014
136.447492;-0.0105;-0.0110;1.0102;1.010
136.451417;-0.0105;-0.0112;1.0110;1.011
136.454022;-0.0110;-0.0122;1.0115;1.012
136.455581;-0.0115;-0.0132;1.0127;1.013
136.456476;-0.0107;-0.0134;1.0141;1.014
136.457861;-0.0090;-0.0134;1.0159;1.016
136.459620;-0.0088;-0.0122;1.0129;1.013
136.461409;-0.0083;-0.0117;1.0115;1.012
136.463524;-0.0076;-0.0117;1.0083;1.008
136.468123;-0.0073;-0.0100;1.0100;1.010
136.469919;-0.0083;-0.0098;1.0119;1.012
136.470966;-0.0071;-0.0107;1.0144;1.014
136.472135;-0.0090;-0.0117;1.0137;1.014
136.473681;-0.0090;-0.0127;1.0127;1.013
136.475387;-0.0093;-0.0125;1.0056;1.006
136.477437;-0.0086;-0.0125;1.0073;1.007
136.479439;-0.0083;-0.0117;1.0105;1.011
136.485948;-0.0088;-0.0103;1.0129;1.013
136.487226;-0.0095;-0.0105;1.0127;1.013
136.487687;-0.0098;-0.0122;1.0093;1.009
136.488043;-0.0103;-0.0122;1.0063;1.006
136.489712;-0.0095;-0.0129;1.0049;1.005
136.491974;-0.0093;-0.0129;1.0075;1.008
136.493706;-0.0093;-0.0122;1.0105;1.011
136.495771;-0.0100;-0.0117;1.0115;1.012
136.501633;-0.0093;-0.0115;1.0102;1.010
136.502245;-0.0100;-0.0117;1.0093;1.009
136.502732;-0.0098;-0.0125;1.0097;1.010
136.503481;-0.0095;-0.0122;1.0127;1.013
136.505482;-0.0090;-0.0115;1.0139;1.014
136.507259;-0.0098;-0.0122;1.0139;1.014
136.509281;-0.0110;-0.0107;1.0124;1.013
136.511242;-0.0112;-0.0105;1.0129;1.013
136.513589;-0.0098;-0.0112;1.0137;1.014
136.515521;-0.0088;-0.0107;1.0151;1.015
136.517229;-0.0078;-0.0107;1.0149;1.015
136.519136;-0.0088;-0.0112;1.0105;1.011
136.521223;-0.0086;-0.0112;1.0097;1.010
136.523197;-0.0088;-0.0120;1.0100;1.010
136.525218;-0.0090;-0.0112;1.0090;1.009
136.527537;-0.0081;-0.0115;1.0095;1.010
136.529821;-0.0086;-0.0125;1.0112;1.011
136.532418;-0.0100;-0.0132;1.0100;1.010
136.533812;-0.0103;-0.0127;1.0090;1.009
136.537112;-0.0110;-0.0137;1.0073;1.007
136.539558;-0.0090;-0.0137;1.0078;1.008
136.540553;-0.0095;-0.0110;1.0085;1.009
136.542355;-0.0098;-0.0117;1.0073;1.007
136.543627;-0.0095;-0.0107;1.0075;1.008
136.545575;-0.0098;-0.0095;1.0071;1.007
136.547576;-0.0100;-0.0098;1.0073;1.007
136.550419;-0.0098;-0.0100;1.0068;1.007
136.552049;-0.0090;-0.0120;1.0063;1.006
136.554112;-0.0076;-0.0105;1.0066;1.007
136.555574;-0.0068;-0.0105;1.0054;1.005
136.557419;-0.0076;-0.0100;1.0066;1.007
136.559484;-0.0088;-0.0100;1.0071;1.007
136.561387;-0.0086;-0.0105;1.0056;1.006
136.563534;-0.0083;-0.0112;1.0063;1.006
136.571725;-0.0100;-0.0127;1.0071;1.007
136.572380;-0.0100;-0.0129;1.0073;1.007
136.572759;-0.0103;-0.0129;1.0073;1.007
136.573115;-0.0107;-0.0117;1.0061;1.006
136.573749;-0.0093;-0.0110;1.0088;1.009
136.577276;-0.0083;-0.0105;1.0112;1.011
136.578736;-0.0088;-0.0103;1.0117;1.012
136.580198;-0.0090;-0.0107;1.0093;1.009
136.586339;-0.0098;-0.0098;1.0085;1.009
136.587170;-0.0103;-0.0090;1.0083;1.008
136.587541;-0.0100;-0.0110;1.0090;1.009
136.587896;-0.0107;-0.0117;1.0097;1.010
136.589720;-0.0103;-0.0117;1.0127;1.013
136.591586;-0.0115;-0.0103;1.0105;1.011
136.593665;-0.0122;-0.0115;1.0090;1.009
136.595713;-0.0100;-0.0139;1.0066;1.007
136.598692;-0.0117;-0.0129;1.0063;1.006
136.599294;-0.0110;-0.0127;1.0068;1.007
136.601725;-0.0100;-0.0110;1.0102;1.010
136.603709;-0.0090;-0.0100;1.0105;1.011
136.606011;-0.0093;-0.0081;1.0112;1.011
136.607562;-0.0061;-0.0071;1.0056;1.006
136.609656;-0.0051;-0.0078;1.0034;1.003
136.611629;-0.0068;-0.0103;1.0012;1.001
136.613949;-0.0093;-0.0127;1.0046;1.005
136.616197;-0.0098;-0.0144;1.0056;1.006
136.617249;-0.0100;-0.0151;1.0073;1.007
136.619335;-0.0088;-0.0129;1.0056;1.006
136.621257;-0.0098;-0.0117;1.0046;1.005
136.623278;-0.0090;-0.0100;1.0054;1.005
136.625419;-0.0098;-0.0103;1.0046;1.005
136.627492;-0.0103;-0.0115;1.0051;1.005
136.629947;-0.0086;-0.0137;1.0071;1.007
136.631574;-0.0090;-0.0147;1.0085;1.009
136.634664;-0.0105;-0.0164;1.0056;1.006
136.636186;-0.0127;-0.0137;1.0054;1.006
136.637852;-0.0127;-0.0117;1.0068;1.007
136.639934;-0.0095;-0.0098;1.0071;1.007
136.641594;-0.0078;-0.0093;1.0078;1.008
136.643919;-0.0078;-0.0083;1.0080;1.008
136.645708;-0.0088;-0.0090;1.0056;1.006
136.648783;-0.0083;-0.0105;1.0058;1.006
136.650723;-0.0078;-0.0105;1.0083;1.008
136.651758;-0.0081;-0.0115;1.0117;1.012
136.654243;-0.0086;-0.0120;1.0119;1.012
136.655812;-0.0095;-0.0125;1.0068;1.007
136.657671;-0.0086;-0.0115;1.0024;1.003
136.659457;-0.0086;-0.0117;1.0024;1.003
136.661491;-0.0090;-0.0115;1.0061;1.006
136.663711;-0.0095;-0.0120;1.0090;1.009
136.672230;-0.0086;-0.0112;1.0088;1.009
136.672866;-0.0076;-0.0120;1.0039;1.004
136.673249;-0.0081;-0.0117;1.0022;1.002
136.673886;-0.0064;-0.0098;1.0032;1.003
136.674252;-0.0081;-0.0115;1.0061;1.006
136.677028;-0.0088;-0.0105;1.0066;1.007
136.677442;-0.0088;-0.0105;1.0056;1.006
136.680663;-0.0100;-0.0132;1.0012;1.001
136.686559;-0.0103;-0.0132;0.9997;1.000
136.687406;-0.0110;-0.0137;1.0014;1.002
136.687793;-0.0107;-0.0137;1.0036;1.004
136.688128;-0.0107;-0.0137;1.0073;1.007
136.689840;-0.0105;-0.0129;1.0029;1.003
136.691637;-0.0098;-0.0117;1.0005;1.001
136.693820;-0.0098;-0.0110;0.9985;0.999
136.695646;-0.0095;-0.0112;1.0032;1.003
136.698590;-0.0098;-0.0112;1.0054;1.005
136.699802;-0.0100;-0.0129;1.0063;1.006
136.701671;-0.0095;-0.0144;1.0022;1.002
136.703685;-0.0088;-0.0154;1.0002;1.000
136.705615;-0.0093;-0.0134;0.9995;1.000
136.707349;-0.0095;-0.0125;1.0022;1.002
136.709427;-0.0103;-0.0115;1.0083;1.008
136.711410;-0.0112;-0.0115;1.0095;1.010
136.713832;-0.0120;-0.0107;1.0071;1.007
136.715550;-0.0100;-0.0103;1.0032;1.003
136.717447;-0.0083;-0.0105;1.0041;1.004
136.719220;-0.0088;-0.0105;1.0063;1.006
136.721396;-0.0095;-0.0100;1.0073;1.007
136.723256;-0.0095;-0.0105;1.0078;1.008
136.725307;-0.0090;-0.0110;1.0071;1.007
136.727515;-0.0078;-0.0100;1.0022;1.002
136.729945;-0.0076;-0.0098;1.0012;1.001
136.733299;-0.0081;-0.0100;1.0027;1.003
136.735001;-0.0078;-0.0093;1.0054;1.005
136.736126;-0.0083;-0.0088;1.0058;1.006
136.738689;-0.0066;-0.0110;1.0049;1.005
136.740244;-0.0068;-0.0120;1.0044;1.004
136.741604;-0.0078;-0.0120;1.0041;1.004
136.743662;-0.0088;-0.0129;1.0029;1.003
136.745810;-0.0110;-0.0125;1.0022;1.002
136.749884;-0.0105;-0.0125;1.0027;1.003
136.751559;-0.0088;-0.0132;1.0032;1.003
136.752290;-0.0095;-0.0127;1.0049;1.005
136.754700;-0.0107;-0.0127;1.0039;1.004
136.756070;-0.0086;-0.0132;1.0032;1.003
136.757911;-0.0081;-0.0132;1.0024;1.003
136.759719;-0.0086;-0.0132;1.0010;1.001
136.761538;-0.0100;-0.0125;1.0007;1.001
136.763735;-0.0110;-0.0122;1.0010;1.001
136.766899;-0.0105;-0.0129;1.0022;1.002
136.768520;-0.0103;-0.0127;1.0034;1.004
136.769722;-0.0103;-0.0134;1.0036;1.004
136.771715;-0.0081;-0.0127;1.0017;1.002
136.773595;-0.0093;-0.0115;1.0034;1.004
136.775783;-0.0107;-0.0110;1.0051;1.005
136.777570;-0.0112;-0.0120;1.0049;1.005
136.781222;-0.0115;-0.0115;1.0051;1.005
136.782129;-0.0090;-0.0120;1.0041;1.004
136.788853;-0.0095;-0.0125;1.0051;1.005
136.789786;-0.0093;-0.0132;1.0063;1.006
136.790167;-0.0088;-0.0120;1.0080;1.008
136.790610;-0.0110;-0.0110;1.0075;1.008
136.791893;-0.0115;-0.0110;1.0078;1.008
136.793845;-0.0095;-0.0115;1.0073;1.007
136.795684;-0.0081;-0.0115;1.0078;1.008
136.807928;-0.0086;-0.0100;1.0080;1.008
136.808536;-0.0076;-0.0098;1.0073;1.007
136.808899;-0.0086;-0.0107;1.0071;1.007
136.809251;-0.0090;-0.0127;1.0054;1.005
136.809595;-0.0088;-0.0137;1.0056;1.006
136.809939;-0.0088;-0.0132;1.0061;1.006
136.810281;-0.0093;-0.0107;1.0085;1.009
136.811833;-0.0086;-0.0112;1.0088;1.009
136.813991;-0.0076;-0.0125;1.0080;1.008
136.819523;-0.0088;-0.0120;1.0054;1.005
136.820129;-0.0095;-0.0117;1.0054;1.005
136.820485;-0.0098;-0.0105;1.0061;1.006
136.821758;-0.0090;-0.0100;1.0080;1.008
136.823658;-0.0090;-0.0103;1.0088;1.009
136.825853;-0.0086;-0.0110;1.0073;1.007
136.827899;-0.0095;-0.0112;1.0029;1.003
136.829809;-0.0110;-0.0117;1.0034;1.004
136.832529;-0.0115;-0.0120;1.0068;1.007
136.833434;-0.0105;-0.0110;1.0083;1.008
136.835436;-0.0107;-0.0117;1.0107;1.011
136.837655;-0.0095;-0.0120;1.0075;1.008
136.839848;-0.0083;-0.0103;1.0051;1.005
136.841646;-0.0093;-0.0103;1.0014;1.002
136.843609;-0.0100;-0.0103;1.0058;1.006
136.845634;-0.0098;-0.0110;1.0093;1.009
136.849767;-0.0090;-0.0105;1.0119;1.012
136.851574;-0.0083;-0.0127;1.0115;1.012
136.852308;-0.0086;-0.0134;1.0105;1.011
136.853983;-0.0093;-0.0129;1.0097;1.010
136.855851;-0.0095;-0.0127;1.0107;1.011
136.858102;-0.0103;-0.0120;1.0134;1.014
136.859718;-0.0098;-0.0107;1.0132;1.013
136.861839;-0.0110;-0.0100;1.0119;1.012
136.864297;-0.0127;-0.0100;1.0110;1.011
136.867436;-0.0105;-0.0098;1.0105;1.011
136.868782;-0.0100;-0.0112;1.0110;1.011
136.869956;-0.0112;-0.0137;1.0122;1.012
136.872260;-0.0105;-0.0129;1.0117;1.012
136.873803;-0.0110;-0.0129;1.0127;1.013
136.875956;-0.0112;-0.0107;1.0110;1.011
136.877662;-0.0112;-0.0105;1.0093;1.009
136.880128;-0.0095;-0.0083;1.0097;1.010
136.889427;-0.0090;-0.0098;1.0105;1.011
136.890954;-0.0090;-0.0105;1.0100;1.010
136.891337;-0.0098;-0.0127;1.0095;1.010
136.891707;-0.0090;-0.0151;1.0061;1.006
136.892331;-0.0083;-0.0154;1.0061;1.006
136.892702;-0.0078;-0.0147;1.0063;1.006
136.893933;-0.0061;-0.0127;1.0058;1.006
136.895757;-0.0068;-0.0122;1.0061;1.006
136.902732;-0.0066;-0.0110;1.0068;1.007
136.903349;-0.0071;-0.0103;1.0083;1.008
136.903725;-0.0064;-0.0095;1.0083;1.008
136.904065;-0.0081;-0.0112;1.0083;1.008
136.905691;-0.0081;-0.0120;1.0088;1.009
136.907793;-0.0088;-0.0115;1.0073;1.007
136.909731;-0.0086;-0.0134;1.0075;1.008
136.912023;-0.0081;-0.0139;1.0088;1.009
136.913975;-0.0086;-0.0137;1.0112;1.011
136.916132;-0.0103;-0.0147;1.0107;1.011
136.917949;-0.0095;-0.0144;1.0107;1.011
136.919834;-0.0120;-0.0134;1.0095;1.010
136.921718;-0.0125;-0.0127;1.0095;1.010
136.923656;-0.0129;-0.0098;1.0105;1.011
136.925751;-0.0103;-0.0078;1.0139;1.014
136.927721;-0.0098;-0.0078;1.0144;1.014
136.930108;-0.0103;-0.0086;1.0132;1.013
136.932212;-0.0093;-0.0073;1.0093;1.009
136.933715;-0.0095;-0.0083;1.0088;1.009
136.935622;-0.0098;-0.0093;1.0132;1.013
136.937717;-0.0107;-0.0107;1.0137;1.014
136.939841;-0.0105;-0.0100;1.0129;1.013
136.941786;-0.0103;-0.0103;1.0083;1.008
136.943866;-0.0095;-0.0107;1.0068;1.007
136.945687;-0.0086;-0.0110;1.0078;1.008
136.949033;-0.0066;-0.0095;1.0112;1.011
136.950950;-0.0073;-0.0100;1.0115;1.012
136.951993;-0.0083;-0.0127;1.0115;1.012
136.953649;-0.0081;-0.0142;1.0063;1.006
136.955727;-0.0086;-0.0142;1.0063;1.006
136.957771;-0.0090;-0.0147;1.0068;1.007
136.959766;-0.0120;-0.0134;1.0095;1.010
136.961685;-0.0122;-0.0137;1.0107;1.011
136.965374;-0.0129;-0.0132;1.0102;1.010
136.966636;-0.0120;-0.0129;1.0093;1.009
136.967934;-0.0107;-0.0139;1.0049;1.005
136.970649;-0.0088;-0.0125;1.0051;1.005
136.972636;-0.0090;-0.0127;1.0071;1.007
136.974218;-0.0088;-0.0134;1.0085;1.009
136.975951;-0.0100;-0.0127;1.0097;1.010
136.977730;-0.0105;-0.0122;1.0080;1.008
136.979790;-0.0103;-0.0139;1.0066;1.007
136.988108;-0.0103;-0.0134;1.0063;1.006
136.988712;-0.0098;-0.0132;1.0088;1.009
136.989091;-0.0083;-0.0120;1.0129;1.013
136.989702;-0.0110;-0.0110;1.0107;1.011
136.990099;-0.0105;-0.0098;1.0090;1.009
136.992192;-0.0086;-0.0076;1.0073;1.007
136.993871;-0.0086;-0.0073;1.0075;1.008
136.996180;-0.0086;-0.0093;1.0112;1.011
137.005328;-0.0086;-0.0100;1.0139;1.014
137.005931;-0.0098;-0.0115;1.0132;1.013
137.006287;-0.0103;-0.0139;1.0097;1.010
137.006736;-0.0103;-0.0142;1.0080;1.008
137.007109;-0.0098;-0.0154;1.0090;1.009
137.008009;-0.0090;-0.0161;1.0102;1.010
137.009807;-0.0098;-0.0147;1.0105;1.011
137.011952;-0.0105;-0.0134;1.0102;1.010
137.014872;-0.0107;-0.0112;1.0112;1.011
137.017962;-0.0098;-0.0112;1.0115;1.012
137.018869;-0.0086;-0.0105;1.0095;1.010
137.019627;-0.0066;-0.0110;1.0122;1.012
137.022673;-0.0059;-0.0110;1.0122;1.012
137.024045;-0.0056;-0.0117;1.0093;1.009
137.025975;-0.0066;-0.0127;1.0078;1.008
137.028990;-0.0078;-0.0137;1.0056;1.006
137.031599;-0.0083;-0.0156;1.0066;1.007
137.034312;-0.0071;-0.0161;1.0068;1.007
137.035270;-0.0090;-0.0154;1.0088;1.009
137.036930;-0.0086;-0.0127;1.0078;1.008
137.038408;-0.0086;-0.0115;1.0068;1.007
137.039821;-0.0090;-0.0103;1.0051;1.005
137.041935;-0.0083;-0.0107;1.0058;1.006
137.044446;-0.0081;-0.0110;1.0061;1.006
137.045806;-0.0098;-0.0127;1.0061;1.006
137.047908;-0.0100;-0.0134;1.0061;1.006
137.050618;-0.0120;-0.0139;1.0039;1.004
137.051730;-0.0086;-0.0129;1.0044;1.004
137.053724;-0.0081;-0.0105;1.0063;1.006
137.055640;-0.0083;-0.0098;1.0066;1.007
137.058015;-0.0098;-0.0071;1.0066;1.007
137.060272;-0.0098;-0.0066;1.0063;1.006
137.062280;-0.0105;-0.0081;1.0063;1.006
137.065719;-0.0090;-0.0086;1.0085;1.009
137.072811;-0.0081;-0.0095;1.0088;1.009
137.073868;-0.0086;-0.0132;1.0093;1.009
137.074284;-0.0093;-0.0139;1.0095;1.010
137.074774;-0.0090;-0.0129;1.0085;1.009
137.075151;-0.0090;-0.0112;1.0061;1.006
137.076135;-0.0093;-0.0112;1.0061;1.006
137.078069;-0.0086;-0.0122;1.0080;1.008
137.080055;-0.0112;-0.0117;1.0075;1.008
137.088910;-0.0105;-0.0112;1.0068;1.007
137.090012;-0.0095;-0.0105;1.0024;1.003
137.090381;-0.0081;-0.0103;1.0000;1.000
137.090821;-0.0088;-0.0115;1.0022;1.002
137.091136;-0.0095;-0.0112;1.0083;1.008
137.092068;-0.0086;-0.0117;1.0066;1.007
137.093796;-0.0088;-0.0115;1.0044;1.004
137.096644;-0.0093;-0.0129;1.0019;1.002
137.098164;-0.0088;-0.0134;1.0019;1.002
137.099818;-0.0088;-0.0139;1.0012;1.001
137.101548;-0.0095;-0.0132;1.0024;1.003
137.103984;-0.0090;-0.0137;1.0022;1.002
137.105749;-0.0098;-0.0127;1.0024;1.003
137.107647;-0.0093;-0.0122;1.0005;1.001
137.110020;-0.0083;-0.0110;0.9997;1.000
137.111866;-0.0076;-0.0103;0.9990;0.999
137.113827;-0.0083;-0.0117;1.0036;1.004
137.116151;-0.0098;-0.0122;1.0054;1.005
137.117608;-0.0098;-0.0112;1.0049;1.005
137.119516;-0.0103;-0.0117;1.0044;1.004
137.121713;-0.0122;-0.0117;1.0024;1.003
137.123577;-0.0103;-0.0120;1.0010;1.001
137.125491;-0.0110;-0.0132;1.0000;1.000
137.127568;-0.0100;-0.0151;1.0041;1.004
137.129891;-0.0137;-0.0142;1.0102;1.010
137.132458;-0.0139;-0.0142;1.0097;1.010
137.133869;-0.0125;-0.0147;1.0056;1.006
137.135612;-0.0122;-0.0139;1.0027;1.003
137.137938;-0.0120;-0.0120;1.0029;1.003
137.140646;-0.0103;-0.0095;1.0058;1.006
137.141919;-0.0105;-0.0098;1.0061;1.006
137.144091;-0.0107;-0.0098;1.0073;1.007
137.146078;-0.0100;-0.0071;1.0058;1.006
137.148759;-0.0100;-0.0081;1.0044;1.004
137.149987;-0.0076;-0.0115;1.0010;1.001
137.151714;-0.0081;-0.0122;1.0017;1.002
137.154121;-0.0078;-0.0125;1.0041;1.004
137.155623;-0.0071;-0.0117;1.0046;1.005
137.157624;-0.0066;-0.0120;1.0034;1.003
137.159585;-0.0068;-0.0120;1.0010;1.001
137.161595;-0.0083;-0.0127;1.0000;1.000
137.164012;-0.0086;-0.0129;1.0014;1.002
137.165929;-0.0081;-0.0127;1.0034;1.004
137.168107;-0.0100;-0.0129;1.0027;1.003
137.169616;-0.0093;-0.0127;1.0017;1.002
137.171954;-0.0073;-0.0129;1.0002;1.000
137.174196;-0.0088;-0.0125;0.9995;1.000
137.175828;-0.0086;-0.0120;1.0000;1.000
137.177807;-0.0068;-0.0105;1.0014;1.002
137.180055;-0.0071;-0.0098;1.0036;1.004
137.186265;-0.0076;-0.0098;1.0046;1.005
137.187133;-0.0095;-0.0115;1.0027;1.003
137.187511;-0.0088;-0.0125;1.0012;1.001
137.187861;-0.0083;-0.0107;1.0024;1.003
137.189877;-0.0071;-0.0117;1.0049;1.005
137.191806;-0.0066;-0.0115;1.0056;1.006
137.194875;-0.0076;-0.0127;1.0066;1.007
137.195710;-0.0083;-0.0120;1.0068;1.007
137.198606;-0.0098;-0.0110;1.0039;1.004
137.199850;-0.0103;-0.0110;1.0049;1.005
137.201672;-0.0103;-0.0112;1.0061;1.006
137.204400;-0.0098;-0.0115;1.0075;1.008
137.205739;-0.0098;-0.0115;1.0071;1.007
137.207731;-0.0103;-0.0117;1.0066;1.007
137.210003;-0.0115;-0.0122;1.0056;1.006
137.211860;-0.0115;-0.0122;1.0061;1.006
137.213803;-0.0115;-0.0122;1.0075;1.008
137.215737;-0.0098;-0.0112;1.0078;1.008
137.218042;-0.0090;-0.0110;1.0083;1.008
137.219908;-0.0103;-0.0100;1.0073;1.007
137.222291;-0.0095;-0.0110;1.0044;1.004
137.223937;-0.0110;-0.0107;1.0041;1.004
