0x50;63357.37;-0.0024;0.0034;0.9995;0.0000;0.0000;0.0000;0.1923;0.1263;-169.7552;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63357.444;-0.0020;0.0029;1.0000;0.0000;0.0000;0.0000;0.1923;0.1263;-169.7498;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63357.542;-0.0020;0.0039;0.9995;0.0000;0.0000;0.0000;0.1978;0.1263;-169.7498;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63357.64;-0.0020;0.0034;0.9990;0.0000;0.0000;0.0000;0.1923;0.1263;-169.7552;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63357.739;-0.0020;0.0029;1.0000;0.0000;0.0000;0.0000;0.1923;0.1263;-169.7498;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63357.838;-0.0024;0.0034;0.9995;0.0000;0.0000;0.0000;0.1978;0.1208;-169.7498;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63357.937;-0.0024;0.0029;0.9995;0.0000;0.0000;0.0000;0.1923;0.1208;-169.7552;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63358.036;-0.0024;0.0044;0.9990;0.0000;0.0000;0.0000;0.1923;0.1263;-169.7552;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63358.135;-0.0024;0.0034;0.9985;0.0000;0.0000;0.0000;0.1923;0.1208;-169.7662;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63358.249;-0.0029;0.0039;1.0005;0.0000;0.0000;0.0000;0.1923;0.1208;-169.7662;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63358.332;-0.0015;0.0044;0.9995;0.0000;0.0000;0.0000;0.1923;0.1263;-169.7662;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63358.431;-0.0020;0.0039;0.9990;0.0000;0.0000;0.0000;0.1978;0.1263;-169.7717;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63358.529;-0.0015;0.0034;0.9995;0.0000;0.0000;0.0000;0.1923;0.1208;-169.7772;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63358.631;-0.0024;0.0029;0.9990;0.0000;0.0000;0.0000;0.1923;0.1208;-169.7827;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63358.727;-0.0024;0.0034;0.9990;0.0000;0.0000;0.0000;0.1923;0.1208;-169.7772;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63358.852;-0.0020;0.0034;0.9990;0.0000;0.0000;0.0000;0.1978;0.1208;-169.7662;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63358.924;-0.0024;0.0034;1.0000;0.0000;0.0000;0.0000;0.1978;0.1208;-169.7662;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63359.025;-0.0020;0.0029;0.9985;0.0000;0.0000;0.0000;0.1978;0.1208;-169.7662;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63359.121;-0.0024;0.0029;1.0000;0.0000;0.0000;0.0000;0.1978;0.1208;-169.7662;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63359.246;-0.0020;0.0029;1.0000;0.0000;0.0000;0.0000;0.1978;0.1208;-169.7607;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63359.319;-0.0020;0.0034;0.9990;0.0000;0.0000;0.0000;0.1978;0.1208;-169.7498;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63359.418;-0.0024;0.0039;1.0000;0.0000;0.0000;0.0000;0.1978;0.1208;-169.7388;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63359.517;-0.0029;0.0039;0.9995;0.0000;0.0000;0.0000;0.1978;0.1208;-169.7278;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63359.623;-0.0024;0.0029;0.9995;0.0000;0.0000;0.0000;0.1923;0.1208;-169.7278;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63359.714;-0.0024;0.0029;0.9995;0.0000;0.0000;0.0000;0.1923;0.1208;-169.7223;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63359.846;-0.0020;0.0024;0.9995;0.0000;0.0000;0.0000;0.1923;0.1208;-169.7168;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;63359.911;-0.0029;0.0039;0.9985;0.0000;0.0000;0.0000;0.1923;0.1208;-169.7168;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
