address;Time(s);ax(g);ay(g);az(g);wx(deg/s);wy(deg/s);wz(deg/s);AngleX(deg);AngleY(deg);AngleZ(deg);T(°);hx;hy;hz;q0;q1;q2;q3 
0x50;40477.156;-0.0005;0.0000;0.9995;0.0000;0.0000;0.0000;0.0000;0.0000;148.2825;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;40477.255;0.0000;0.0000;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;148.2770;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;40477.354;0.0000;0.0000;1.0010;0.0000;0.0000;0.0000;0.0000;0.0000;148.2770;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;40477.455;-0.0005;0.0000;1.0000;0.0000;0.0000;0.0000;0.0000;0.0000;148.2880;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;40477.552;-0.0005;0.0000;0.9990;0.0000;0.0000;0.0000;0.0000;0.0000;148.3099;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;40477.652;0.0000;0.0000;1.0005;0.0000;0.0000;0.0000;0.0000;0.0000;148.3264;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;40477.75;0.0000;0.0000;0.9995;0.0000;0.0000;0.0000;0.0000;0.0000;148.3374;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;40477.849;0.0000;0.0000;0.9990;0.0000;0.0000;0.0000;0.0000;0.0055;148.3649;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;40477.948;-0.0005;0.0000;0.9990;0.0000;0.0000;0.0000;0.0000;0.0000;148.4033;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;40478.047;0.0005;0.0054;0.9810;0.1221;0.0000;0.0000;0.0055;0.0055;148.4253;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;40478.148;0.0005;-0.0024;0.9736;-0.0610;0.0000;0.0000;0.0000;0.0055;148.4418;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;40478.245;-0.0010;-0.0005;0.9614;0.0000;0.0000;0.0000;0.0000;0.0000;148.4637;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
0x50;40478.344;-0.0005;0.0000;0.9482;0.0000;0.0000;0.0000;0.0000;0.0055;148.4747;0.0000;0;0;0;0.00000;0.00000;0.00000;0.00000 
